Date,Surface,Best of,player_name,opponent_name,player_rank,player_elo,opponent_rank,opponent_elo,ewma_form,ewma_serve,ewma_return,ewma_surface,days_rest,result,total_games
2016-02-15,Clay,3,Thiem D.,Pella G.,19.0,1712.0347368525543,71.0,1488.8561003553064,0.9807240486945207,0.6680862058333268,0.38589705287187126,0.9339488662223147,0.0,0,17.0
2016-02-15,Clay,3,Dolgopolov A.,Nadal R.,33.0,1549.7274246167717,5.0,1822.3099566445874,0.704069429250884,0.6380145821572094,0.38168629309945284,0.5321716098016651,0.0,0,0.0
2016-02-15,Hard,3,Pospisil V.,Kyrgios N.,42.0,1537.7447828253883,41.0,1613.8457808679552,0.20462369961349314,0.6777278650059593,0.32337764797627483,0.40881993044781406,7.0,0,20.0
2016-02-15,Hard,3,Benneteau J.,Zverev A.,693.0,1409.4389899669052,56.0,1552.920451169394,0.030045381044285658,0.5956689985741092,0.2644796047511075,0.08021740277096932,7.0,0,25.0
2016-02-15,Hard,3,Lopez F.,Stakhovsky S.,25.0,1579.8014701561829,81.0,1419.7318471551862,0.5190977226380559,0.6625651097761615,0.3288283193242516,0.49069204050745346,14.0,0,30.0
2016-02-15,Hard,3,Berankis R.,Dzumhur D.,79.0,1494.2334236148513,88.0,1505.0407650937386,0.7684011601424623,0.5705124910976093,0.4383161167458392,0.5608824610032882,7.0,0,18.0
2016-02-15,Hard,3,Kuznetsov A.,Cilic M.,54.0,1574.6590138267177,12.0,1680.514902714038,0.7968639864927434,0.6345515191011264,0.39715166958128323,0.6976488895041612,0.0,0,19.0
2016-02-15,Hard,3,Stakhovsky S.,Wawrinka S.,81.0,1442.622546989364,4.0,1823.8277691845087,0.39757230260495485,0.5821306709557951,0.3632950862297919,0.33780883817878093,0.0,0,33.0
2016-02-15,Hard,3,Berdych T.,Kyrgios N.,8.0,1797.266372136651,41.0,1660.934832654839,0.9418590548625803,0.6722181233026784,0.3927631220069929,0.7790878238127675,0.0,0,18.0
2016-02-15,Hard,3,Paire B.,Cilic M.,22.0,1599.4682288033569,12.0,1691.7855022595747,0.7549476323769507,0.6163167879243141,0.36156701279504677,0.5983374688647973,0.0,0,30.0
2016-02-15,Hard,3,Tomic B.,Ram R.,20.0,1637.4830396292637,89.0,1485.5437098593327,0.5850971306894429,0.6267167092665452,0.3744895419292383,0.65520831997019,14.0,0,20.0
2016-02-15,Hard,3,Granollers M.,Marchenko I.,96.0,1440.3106882983293,86.0,1508.7537206219442,0.3065208650094734,0.6088832915988426,0.3683243058974948,0.3466444450312832,7.0,0,19.0
2016-02-15,Hard,3,Albot R.,Becker B.,127.0,1464.3262400387425,104.0,1450.8198659828454,0.28266148615832937,0.14730651381136325,0.826461888433946,0.2856700918413736,30.0,0,17.0
2016-02-15,Hard,3,Millman J.,Johnson S.,63.0,1504.154025538252,31.0,1599.7541961627485,0.608317022474783,0.6478534240551336,0.39173386366329765,0.5309584030621539,7.0,0,34.0
2016-02-15,Hard,3,Sela D.,Dimitrov G.,92.0,1473.1373957520432,28.0,1666.4337611637993,0.2942108454195693,0.5576368170112105,0.4244600295346647,0.4080177367627914,7.0,0,18.0
2016-02-15,Hard,3,Anderson K.,Krajicek A.,14.0,1670.5740093559302,103.0,1470.8882603971192,0.3354236093898331,0.7099814234911966,0.32627189303491183,0.5232755963050081,28.0,0,0.0
2016-02-15,Hard,3,Novikov D.,Ito T.,148.0,1481.9457364245943,120.0,1463.789163982897,0.0,0.5555555555555556,0.296875,0.0,30.0,0,18.0
2016-02-15,Hard,3,Jaziri M.,Mannarino A.,123.0,1415.1124455627885,49.0,1484.7389287506296,0.050349283992664876,0.6041723898724813,0.3147561072944015,0.23255330131985738,7.0,0,23.0
2016-02-15,Hard,3,Ebden M.,Chardy J.,105.0,1393.5327186896163,30.0,1569.9784890028373,0.00882378285221888,0.6622648254340117,0.38082171065349746,0.0,7.0,0,15.0
2016-02-15,Hard,3,Groth S.,Rubin N.,76.0,1479.8915777259792,245.0,1489.8600395317646,0.1762308788267001,0.6404030217159786,0.2985549616164116,0.2938502768997,7.0,0,33.0
2016-02-15,Hard,3,Kudla D.,Potro J.,65.0,1454.635632204828,1042.0,1498.374071234191,0.4803730748301326,0.6190929383588505,0.35138547162782663,0.36804137156355854,7.0,0,17.0
2016-02-15,Hard,3,Karlovic I.,Smith J.,26.0,1571.402813111253,135.0,1451.230512019516,0.17090210337151668,0.7451526502682004,0.26925547916280645,0.4009525266144713,28.0,0,26.0
2016-02-15,Hard,3,Kukushkin M.,Young D.,85.0,1507.6067382294245,58.0,1514.9333684993926,0.6095191074501011,0.5841404311061945,0.3776442381638697,0.4794240517006144,7.0,0,0.0
2016-02-15,Hard,3,Fritz T.,Smyczek T.,102.0,1549.0166209410154,129.0,1390.082818729679,0.8655035685963522,0.5795917513140343,0.21709534427572066,0.7507526211979654,7.0,0,18.0
2016-02-15,Clay,3,Lajovic D.,Ramos-Vinolas A.,77.0,1502.263736465495,47.0,1487.7907823544151,0.6265221264902454,0.6131678726051569,0.3510909684451548,0.5826637260414793,7.0,0,0.0
2016-02-15,Hard,3,Sousa J.,Haase R.,34.0,1593.6242394604742,64.0,1469.44610333801,0.24418335516872408,0.6053958118408355,0.414681732517027,0.473119894707987,7.0,0,16.0
2016-02-15,Hard,3,Gasquet R.,Kyrgios N.,10.0,1787.0642223895582,41.0,1638.4810542593978,0.9494821775736592,0.6816525850877143,0.38536564005544804,0.8371799036864949,0.0,0,16.0
2016-02-15,Hard,3,Cilic M.,Kyrgios N.,12.0,1703.6314394235512,41.0,1682.9095845128463,0.8761542449455263,0.6969272492546302,0.3694973928217913,0.7251015278315531,0.0,0,21.0
2016-02-15,Hard,3,Halys Q.,Kuznetsov A.,171.0,1491.0737981072464,54.0,1561.8751397911485,0.4736842105263157,0.6778143331744869,0.27926964842285756,0.504424778761062,0.0,0,16.0
2016-02-15,Hard,3,Wawrinka S.,Paire B.,4.0,1827.0359314781278,22.0,1587.6222916393804,0.8844997123934885,0.6682356435424043,0.37879222619603065,0.7906628781895975,0.0,0,29.0
2016-02-15,Hard,3,Bakker T.,Querrey S.,95.0,1455.4760959175942,61.0,1515.6284699956318,0.23106063734631802,0.5422517619325739,0.41325863833988163,0.22929872401093146,7.0,0,29.0
2016-02-15,Hard,3,Haase R.,Cilic M.,64.0,1477.2906218579708,12.0,1672.6703841940773,0.4360789297063772,0.5945111275336974,0.3767855637755444,0.39314746226175645,0.0,0,31.0
2016-02-15,Hard,3,Dzumhur D.,Dimitrov G.,88.0,1520.5432290851734,28.0,1674.3495131323957,0.6707620498022195,0.5601251354456265,0.40453672903872,0.5446379360667702,0.0,0,29.0
2016-02-15,Hard,3,Schepper K.,Gulbis E.,152.0,1431.5690373853386,75.0,1450.436924227826,0.26555661506307937,0.6039059687683306,0.3152784871845826,0.33136094674556216,14.0,0,36.0
2016-02-15,Hard,3,Ramanathan R.,Zverev M.,212.0,1483.015922242823,175.0,1527.1683925377965,0.42654028436018954,0.5812395408803468,0.27697032910752145,0.421026251488002,30.0,0,20.0
2016-02-15,Hard,3,Marchenko I.,Ram R.,86.0,1527.5231437121815,89.0,1466.7742867690954,0.6752267008071388,0.6133093789952807,0.33655904949346305,0.5929976904344496,0.0,0,30.0
2016-02-15,Hard,3,Guez D.,Halys Q.,193.0,1483.9228597903614,171.0,1474.646717439151,0.0,0.6219512195121951,0.3516483516483516,0.0,30.0,0,30.0
2016-02-15,Hard,3,Chung H.,Goffin D.,69.0,1539.6965463882448,17.0,1654.020806033016,0.43733358685195395,0.49405816676019443,0.5243335245720803,0.44995843856803835,7.0,0,16.0
2016-02-15,Hard,3,Goffin D.,Berdych T.,17.0,1664.9204755572673,8.0,1779.6708463170733,0.788135438857723,0.5752349253574988,0.47369041326289324,0.6743637900794087,0.0,0,19.0
2016-02-15,Hard,3,Gabashvili T.,Kyrgios N.,44.0,1539.6195568358821,41.0,1626.396191605191,0.5657781075645998,0.6168217886062847,0.39974195040293636,0.5264138797011916,0.0,0,20.0
2016-02-15,Hard,3,Zverev M.,Goffin D.,175.0,1541.1459715238934,17.0,1664.9381115850636,0.779070772478702,0.5978726522068557,0.35937565664320054,0.6015253607799622,0.0,0,0.0
2016-02-15,Hard,3,Millot V.,Paire B.,196.0,1452.9239164941005,22.0,1576.6376580316391,0.4153846153846153,0.5767743216159,0.4284902257855082,0.378698224852071,0.0,0,25.0
2016-02-15,Hard,3,Mahut N.,Millot V.,40.0,1538.8730036798693,196.0,1442.3919753507619,0.7704660965459188,0.6222256965906284,0.36769117458910294,0.5664440674322208,7.0,0,30.0
2016-02-15,Hard,3,Bolelli S.,Paire B.,68.0,1505.3137141655793,22.0,1587.1695991749777,0.2655741366368476,0.5989588403281486,0.37735688922977273,0.3347814241835422,28.0,0,22.0
2016-02-15,Hard,3,Gulbis E.,Gasquet R.,75.0,1465.5688790943677,10.0,1782.6219000921299,0.5450238774729865,0.6468285430528818,0.311908211681507,0.436834639617837,0.0,0,22.0
2016-02-15,Hard,3,Zverev A.,Berdych T.,56.0,1559.6163074647204,8.0,1790.5705158413245,0.803774078829516,0.6260279034785565,0.3343194422194389,0.6291320601689091,0.0,0,30.0
2016-02-15,Hard,3,Pouille L.,Kuznetsov A.,91.0,1528.56368689785,54.0,1546.7100517226063,0.3371110953873781,0.6181008072310591,0.3344050184449858,0.44436634225495497,28.0,0,23.0
2016-02-22,Clay,3,Busta P.,Ramos-Vinolas A.,67.0,1454.263146063104,48.0,1498.3744750698331,0.2521750706128863,0.6084008275349055,0.35732353590402777,0.3905954528378562,7.0,1,29.0
2016-02-22,Hard,3,Kyrgios N.,Berdych T.,33.0,1719.9995063137808,7.0,1788.0155054096242,0.9316749622955067,0.7032418226136108,0.38043146307221115,0.7738954963177211,7.0,1,20.0
2016-02-22,Clay,3,Lajovic D.,Vanni L.,76.0,1485.5976175507574,145.0,1411.074382103248,0.41768141600203873,0.621995751791921,0.3571137733483348,0.5086516560642322,7.0,1,16.0
2016-02-22,Hard,3,Wawrinka S.,Baghdatis M.,4.0,1832.4134026472984,57.0,1662.8614355187333,0.5896664749289918,0.6700399589038989,0.37930836984984734,0.6917972444848431,7.0,1,23.0
2016-02-22,Hard,3,Baghdatis M.,Agut R.,57.0,1626.4874651047276,18.0,1775.1477989706104,0.5408058128425453,0.6373591728780912,0.3710770127878041,0.5688776578093135,14.0,1,18.0
2016-02-22,Hard,3,Wawrinka S.,Kyrgios N.,4.0,1820.0767662064538,33.0,1739.0923491207957,0.726444316619328,0.6726519819287747,0.37634223846168513,0.7303337669152307,0.0,1,0.0
2016-02-22,Hard,3,Baghdatis M.,Lopez F.,57.0,1648.9442186733584,24.0,1603.4590665614032,0.6938705420017215,0.6361373586686389,0.3793946248660103,0.6231560337508423,0.0,1,29.0
2016-02-22,Hard,3,Kyrgios N.,Kukushkin M.,33.0,1712.5150827384134,84.0,1506.4015823409904,0.9544499748742545,0.7039543317537466,0.37996068018743684,0.8025581114621938,0.0,1,17.0
2016-02-22,Hard,3,Wawrinka S.,Kohlschreiber P.,4.0,1809.7205589891594,28.0,1681.6675047063848,0.8176295444128855,0.667616021455602,0.39280912290728104,0.7640506035350845,0.0,1,19.0
2016-02-22,Hard,3,Kyrgios N.,Klizan M.,33.0,1699.8627312862238,25.0,1626.0799542050772,0.96963331658754,0.7072541839513324,0.383983068066163,0.8275430983442535,0.0,1,26.0
2016-02-22,Hard,3,Kukushkin M.,Istomin D.,84.0,1491.9440920174866,63.0,1458.3445662337074,0.4063460714209727,0.5759470392375922,0.3824949446487327,0.4189311258943038,7.0,1,25.0
2016-02-22,Hard,3,Berdych T.,Fabbiano T.,7.0,1782.8741599649234,144.0,1495.6711725103487,0.6279060365750535,0.663188442090643,0.37792619140489137,0.6816907516996187,7.0,1,16.0
2016-02-22,Hard,3,Kohlschreiber P.,Coric B.,28.0,1670.704349681538,38.0,1557.4863291825245,0.7482044747655806,0.6145097371880661,0.4099594123239047,0.6493854728609584,14.0,1,21.0
2016-02-22,Hard,3,Wawrinka S.,Skugor F.,4.0,1805.0181338612342,188.0,1499.4972632945176,0.8784196962752571,0.6646222214398935,0.4003333060915953,0.7935508294715699,0.0,1,19.0
2016-02-22,Hard,3,Djokovic N.,Robredo T.,1.0,2095.2020051583845,41.0,1544.6384962115942,0.9982872051269691,0.7076063625892794,0.4578097215283101,0.9769104794621366,30.0,1,15.0
2016-02-22,Hard,3,Jaziri M.,Youzhny M.,121.0,1402.2766182151738,78.0,1383.4767273014759,0.03356618420578255,0.60291064759783,0.31841239530305765,0.20277601249591326,7.0,1,17.0
2016-02-22,Hard,3,Rosol L.,Bhambri Y.,51.0,1557.5005582347362,107.0,1461.2196676120793,0.30254404901282933,0.6239545624078771,0.34072210222672245,0.4749621308270422,14.0,1,27.0
2016-02-22,Hard,3,Chung H.,Seppi A.,66.0,1522.1868767582312,39.0,1534.3965609470577,0.2915545841909364,0.49659204847459054,0.498994519591199,0.39056658059371574,7.0,1,19.0
2016-02-22,Hard,3,Agut R.,Bolelli S.,18.0,1769.7408342548672,73.0,1493.0150845372002,0.8453860967252932,0.6733334253084222,0.382604901843676,0.8303847488232678,14.0,1,18.0
2016-02-22,Hard,3,Lopez F.,Garcia-Lopez G.,24.0,1556.910770322005,37.0,1557.914438450262,0.3460651484247509,0.6611382922552638,0.3325257576814861,0.4290179241209693,7.0,1,27.0
2016-02-22,Clay,3,Baena R.,Daniel T.,122.0,1494.5698537648213,87.0,1424.0987051375112,0.45971563981042646,0.6297875427403785,0.3930794612807438,0.40705469582106385,21.0,1,21.0
2016-02-22,Hard,3,Baghdatis M.,Troicki V.,57.0,1608.8216288898636,22.0,1645.1263637488314,0.7959136947152328,0.6367956880070902,0.3810139640373949,0.6705580830857584,0.0,1,21.0
2016-02-22,Clay,3,Gimeno-Traver D.,Clezar G.,99.0,1418.789571726261,173.0,1452.5568729642846,0.4150190744893648,0.5928266438034064,0.35864315509671596,0.4477189355233433,7.0,1,26.0
2016-02-22,Clay,3,Schwartzman D.,Zeballos H.,83.0,1435.8155517929927,112.0,1461.0622691165604,0.40850732798613937,0.5531603314020086,0.4371740526212063,0.3992400981009527,7.0,1,0.0
2016-02-22,Hard,3,Skugor F.,Gabashvili T.,188.0,1481.384374656785,47.0,1527.5346941816754,0.0,0.0,1.0,0.0,30.0,1,17.0
2016-02-22,Hard,3,Thiem D.,Tomic B.,15.0,1695.5025481537327,21.0,1627.0698202084914,0.6538160324630121,0.6586863254377245,0.3784735870951914,0.5471877411749165,7.0,1,32.0
2016-02-22,Hard,3,Marchenko I.,Paul T.,85.0,1521.6419515378134,247.0,1468.0857791981728,0.45010600037373294,0.6137129814724436,0.3399351681641357,0.5089496747481452,7.0,1,21.0
2016-02-22,Hard,3,Harrison R.,Cilic M.,127.0,1464.6627597472625,12.0,1686.6782926501737,0.24422932964737945,0.60997155145015,0.36169485544746355,0.31308926555250266,14.0,1,26.0
2016-02-22,Hard,3,Bedene A.,Karlovic I.,54.0,1486.500768252467,31.0,1550.0792940002411,0.16955091557845553,0.642285583667227,0.33537228221121695,0.41938519614627195,7.0,1,0.0
2016-02-22,Hard,3,Haase R.,Patino L.,62.0,1490.9330419111388,809.0,1500.0,0.29071928473975817,0.5935070140425591,0.3751260970666212,0.3426310958715044,7.0,1,15.0
2016-02-22,Hard,3,Dolgopolov A.,Johnson S.,32.0,1544.2124442663521,34.0,1588.640859381344,0.46937961949633417,0.6372824585771744,0.37915593570107897,0.45299111688310817,7.0,1,25.0
2016-02-22,Hard,3,Ferrer D.,Millman J.,8.0,1743.1891320829777,61.0,1492.4487313427028,0.5889715722216493,0.6372758609516807,0.4072426560276063,0.65144827631836,7.0,1,18.0
2016-02-22,Hard,3,Fritz T.,Burgos V.,102.0,1544.3119037496404,74.0,1578.4088800132072,0.5692973762453708,0.577930745025784,0.22459456937621183,0.5962269424917694,7.0,1,16.0
2016-02-22,Hard,3,Thiem D.,Tursunov D.,15.0,1708.3912356573142,1045.0,1510.3690075107625,0.7692106883086752,0.6634522489278638,0.3783293313963001,0.604100822387981,0.0,1,32.0
2016-02-22,Hard,3,Dimitrov G.,Young D.,26.0,1675.4031437762803,79.0,1530.8169853634877,0.5896686524129403,0.6678785366048471,0.36758502355281986,0.6741164631611745,7.0,1,19.0
2016-02-22,Hard,3,Querrey S.,Nishikori K.,43.0,1593.9955084837522,6.0,1807.5607265864564,0.9523014665737689,0.6861450962135531,0.32786361249874785,0.7157202444100724,7.0,1,19.0
2016-02-22,Hard,3,Marchenko I.,Harrison R.,85.0,1535.1949493536279,127.0,1489.690383870224,0.6334285026182287,0.618951837779853,0.3461728810767631,0.5774027652763619,0.0,1,36.0
2016-02-22,Hard,3,Haase R.,Bedene A.,62.0,1507.3504959980455,54.0,1505.396417582082,0.5271461917036555,0.6045521023206483,0.38838539153266644,0.42680390103495625,0.0,1,33.0
2016-02-22,Hard,3,Nishikori K.,Bakker T.,6.0,1804.0153554893225,105.0,1442.2188650291966,0.9701507603157039,0.6437367852779625,0.4079492104808463,0.8086941825056099,14.0,1,15.0
2016-02-22,Hard,3,Dolgopolov A.,Ferrer D.,32.0,1562.2473687158708,8.0,1749.301862517108,0.6462530796663607,0.6419004134750128,0.3746851756513047,0.5216550059231704,0.0,1,20.0
2016-02-22,Hard,3,Thiem D.,Dimitrov G.,15.0,1716.1460302320627,26.0,1685.104198052353,0.8461404588724503,0.6672438601081451,0.37444884667278516,0.6538263977505565,0.0,1,20.0
2016-02-22,Hard,3,Tomic B.,Marchenko I.,21.0,1614.18113270491,85.0,1549.11128733598,0.3900647537929609,0.6301543409267681,0.36596920002569017,0.5732890874390753,7.0,1,24.0
2016-02-22,Hard,3,Dolgopolov A.,Haase R.,32.0,1586.1156141740237,62.0,1523.2605083102699,0.7641687197785241,0.6421748284865505,0.37802617001156213,0.5816682124537871,0.0,1,18.0
2016-02-22,Hard,3,Tomic B.,Dolgopolov A.,21.0,1627.2191069479175,32.0,1599.252200502774,0.5933765025286414,0.630905096013823,0.36915729133916925,0.6266383182814005,0.0,1,26.0
2016-02-22,Hard,3,Tomic B.,Mannarino A.,21.0,1641.933957812166,58.0,1518.7757167346708,0.7289176683524279,0.6282495149641306,0.372794363826553,0.6733164651430062,0.0,1,20.0
2016-02-22,Hard,3,Thiem D.,Querrey S.,15.0,1730.7202927264586,43.0,1632.1580930230064,0.8974269725816336,0.6679003436391493,0.37976118711046297,0.6972802182406619,0.0,1,16.0
2016-02-22,Hard,3,Fritz T.,Querrey S.,102.0,1561.8771058020102,43.0,1618.7542310336232,0.7153985351141751,0.5845707655937842,0.24784044621499549,0.6731195655085647,0.0,0,28.0
2016-02-22,Hard,3,Dimitrov G.,Thiem D.,26.0,1685.104198052353,15.0,1716.1460302320627,0.726445768275358,0.6668228343409958,0.3706688681871293,0.7149033004803929,0.0,0,20.0
2016-02-22,Hard,3,Marchenko I.,Tomic B.,85.0,1549.11128733598,21.0,1614.18113270491,0.7556298904742557,0.6206980223821235,0.3465069759331882,0.6354770512927356,0.0,0,24.0
2016-02-22,Hard,3,Haase R.,Dolgopolov A.,62.0,1523.2605083102699,32.0,1586.1156141740237,0.6847641286367259,0.6112174614315307,0.3848336458423869,0.49997598943431243,0.0,0,18.0
2016-02-22,Hard,3,Dolgopolov A.,Tomic B.,32.0,1599.252200502774,21.0,1627.2191069479175,0.8427791465194384,0.6484300288927478,0.38242150395622565,0.6341280203359762,0.0,0,26.0
2016-02-22,Hard,3,Mannarino A.,Tomic B.,58.0,1518.7757167346708,21.0,1641.933957812166,0.49105828005183044,0.6175041321387402,0.3612840020392479,0.46429754092950004,7.0,0,20.0
2016-02-22,Hard,3,Querrey S.,Thiem D.,43.0,1632.1580930230064,15.0,1730.7202927264586,0.968200977718035,0.6896196061352594,0.3323127598746607,0.751590188986563,0.0,0,16.0
2016-02-22,Hard,3,Querrey S.,Fritz T.,43.0,1618.7542310336232,102.0,1561.8771058020102,0.6454673184490661,0.6804292967923882,0.3234617399614253,0.6568674093356233,0.0,1,28.0
2016-02-22,Clay,3,Cervantes I.,Rola B.,65.0,1460.956927421824,160.0,1498.1474098379279,0.3340206185567011,0.5864122815838859,0.36535233041465504,0.35035122322571716,7.0,1,26.0
2016-02-22,Hard,3,Mannarino A.,Hank T.,58.0,1505.0058435283797,446.0,1456.2619443323226,0.3273721867009598,0.6165973027015357,0.35914471158510286,0.4061871237746422,0.0,1,15.0
2016-02-22,Hard,3,Pospisil V.,Pouille L.,45.0,1512.4124417347734,88.0,1513.3985988293077,0.1364157997211984,0.6748004505653471,0.3203121267497744,0.35757355348626924,7.0,1,31.0
2016-02-22,Clay,3,Cervantes I.,Granollers M.,65.0,1439.4417869220667,93.0,1427.4224573824602,0.5619425173439049,0.5880057544566102,0.36405463782261893,0.48406693105968945,0.0,1,19.0
2016-02-22,Clay,3,Rola B.,Lorenzi P.,160.0,1482.2737580060082,52.0,1479.53008536453,0.5265833692373977,0.5841122364339955,0.3404540435839721,0.558136959756393,30.0,1,35.0
2016-02-22,Clay,3,Nava D.,Gonzalez M.,72.0,1461.9160444153656,148.0,1413.7980910873478,0.07582938388625594,0.6797923959811945,0.3323427331742817,0.0,7.0,1,27.0
2016-02-22,Clay,3,Bagnis F.,Mathieu P.,96.0,1439.6863419574272,69.0,1526.859512428526,0.13322759714512294,0.5484343867810739,0.3256573703517344,0.26315768811307083,7.0,1,17.0
2016-02-22,Clay,3,Elias G.,Andujar P.,140.0,1473.5090299207827,70.0,1428.3745126207239,0.35187969924812035,0.6126712900366658,0.3951617233891537,0.35035122322571716,7.0,1,0.0
2016-02-22,Clay,3,Giraldo S.,Cecchinato M.,77.0,1464.7603794386791,91.0,1390.0666386687703,0.4224451457020918,0.5528392750653379,0.4169242030863634,0.5097338378916594,7.0,1,16.0
2016-02-22,Hard,3,Lopez F.,Rosol L.,24.0,1589.5418497160283,51.0,1569.176778052521,0.5640434322836877,0.6612448990564996,0.3362856828440451,0.5007341939451696,0.0,1,22.0
2016-02-22,Hard,3,Djokovic N.,Jaziri M.,1.0,2065.9907316228164,121.0,1417.4116952264128,0.9988581367513127,0.7148906501972498,0.46053167497809655,0.9797967560194055,0.0,1,15.0
2016-02-22,Clay,3,Baena R.,Bellucci T.,122.0,1507.3683221523866,35.0,1523.3898226140413,0.6571428571428571,0.6369458135791116,0.3946814604085148,0.5415204678362573,0.0,1,27.0
2016-02-22,Clay,3,Cuevas P.,Busta P.,27.0,1622.5046947191663,67.0,1472.2837026937682,0.9595749708443366,0.667969722630534,0.38819897392176994,0.8184971932973221,7.0,1,22.0
2016-02-22,Clay,3,Delbonis F.,Schwartzman D.,49.0,1536.4024636757172,83.0,1452.9761640048946,0.5330503415490804,0.5807750308732473,0.4145813163503604,0.600433169050289,7.0,1,27.0
2016-02-22,Clay,3,Cuevas P.,Lajovic D.,27.0,1631.987883662102,76.0,1498.217376964005,0.9730499805629054,0.6703534845761051,0.3871170124705958,0.8413099236882168,0.0,1,19.0
2016-02-22,Clay,3,Monteiro T.,Nava D.,278.0,1531.0564247405594,72.0,1475.7141905457968,0.4,0.6491686212692414,0.37120074561176414,0.4666666666666667,7.0,1,27.0
2016-02-22,Clay,3,Cuevas P.,Bagnis F.,27.0,1642.1149040036585,96.0,1459.6186422390494,0.9820333203752767,0.6721637564365305,0.3909680768685121,0.8612416532677806,0.0,1,21.0
2016-02-22,Clay,3,Elias G.,Giraldo S.,140.0,1487.4421225555848,77.0,1477.3726380302794,0.5813501699854299,0.6060885163486448,0.3995359969100446,0.48406693105968945,0.0,1,19.0
2016-02-22,Clay,3,Lajovic D.,Paire B.,76.0,1488.0903566224486,20.0,1613.1806228110827,0.611787611695451,0.6239427299371829,0.3700831773183597,0.5709384670509551,0.0,1,25.0
2016-02-22,Clay,3,Busta P.,Baena R.,67.0,1462.8005137508326,122.0,1524.1056169790754,0.5014500483946971,0.60310501862773,0.36294423968082884,0.4692129244738498,0.0,1,15.0
2016-02-22,Clay,3,Cuevas P.,Monteiro T.,27.0,1650.4068328621042,278.0,1544.5291590278152,0.9880222135835206,0.6713789979567544,0.3988742340714154,0.8786594466847983,0.0,1,28.0
2016-02-22,Clay,3,Lajovic D.,Elias G.,76.0,1509.6143269607342,140.0,1502.978535449458,0.741191741586934,0.628849650586397,0.37603033690707177,0.6252334135373266,0.0,1,25.0
2016-02-22,Clay,3,Busta P.,Cervantes I.,67.0,1481.5947785714593,65.0,1454.8884970447941,0.6676333661828824,0.6158079206517475,0.37257332885956373,0.5374149019919879,0.0,1,14.0
2016-02-22,Clay,3,Cervantes I.,Delbonis F.,65.0,1440.1159502364771,49.0,1548.6327153054401,0.7105385609651012,0.5919487901057027,0.37282530635019195,0.5823187738565972,0.0,1,31.0
2016-02-22,Hard,3,Thiem D.,Dzumhur D.,15.0,1686.970670631774,95.0,1511.1971771440903,0.9316179817210891,0.6767376149385905,0.38447531624393283,0.7352594696357512,0.0,1,22.0
2016-02-22,Hard,3,Young D.,Muller G.,79.0,1509.3754174895398,46.0,1632.438260168431,0.4517331835596371,0.5918464458607875,0.3941836594361604,0.4801670068697871,7.0,1,18.0
2016-02-22,Hard,3,Tursunov D.,Groth S.,1045.0,1495.8140068156365,75.0,1464.3505164305125,0.0,0.6136363636363636,0.19999999999999996,0.0,30.0,1,31.0
2016-02-22,Hard,3,Dimitrov G.,Kudla D.,26.0,1668.6160861541086,64.0,1440.6392881931813,0.4842971788501626,0.6588478048056547,0.3675664021854623,0.6254417492683628,0.0,1,19.0
2016-02-22,Hard,3,Fritz T.,Chardy J.,102.0,1526.1685859300871,30.0,1572.9915668213457,0.4741431989902856,0.5915877054479486,0.2502839197310787,0.5528065830393276,0.0,1,28.0
2016-02-22,Hard,3,Burgos V.,Gomez L.,74.0,1566.1218405865663,543.0,1484.0,0.8910721928086887,0.5520555996716459,0.39400391987107314,0.30369260266073006,21.0,1,18.0
2016-02-22,Hard,3,Querrey S.,Sela D.,43.0,1583.2302328251656,90.0,1465.2216437834468,0.7636448789732758,0.6826135817919576,0.3223781868456344,0.7000678606488934,0.0,1,14.0
2016-02-22,Hard,3,Tomic B.,Ram R.,21.0,1614.9003569995932,60.0,1530.075137726915,0.8192784455682854,0.6310640623857996,0.37432709674986775,0.7141579832185359,0.0,1,21.0
2016-02-22,Clay,3,Monteiro T.,Almagro N.,278.0,1512.6876803411249,50.0,1564.505124198694,0.6842105263157894,0.6510143733020503,0.3681251756861475,0.6686390532544378,0.0,1,21.0
2016-02-22,Hard,3,Fabbiano T.,Mayer L.,144.0,1475.9568103199042,40.0,1558.11081963466,0.2622632345798932,0.5519875826978949,0.3568571721407266,0.4336283185840708,21.0,1,19.0
2016-02-22,Hard,3,Lopez F.,Djokovic N.,24.0,1572.9569908188423,1.0,2096.4928073653773,0.7093622881893564,0.6621532717189627,0.3402408233989959,0.5634050809572922,0.0,1,0.0
2016-02-22,Hard,3,Wawrinka S.,Stakhovsky S.,4.0,1801.4776003064255,92.0,1439.414384695745,0.9189464641835047,0.6634428176963284,0.4014673152315694,0.819361991388258,0.0,1,33.0
2016-02-22,Clay,3,Vanni L.,Lajovic D.,145.0,1411.074382103248,76.0,1485.5976175507574,0.11297454998733387,0.6341803927341304,0.31277857154309463,0.3004517358767493,14.0,0,16.0
2016-02-22,Hard,3,Berdych T.,Kyrgios N.,7.0,1788.0155054096242,33.0,1719.9995063137808,0.7519373577167023,0.6648465354324653,0.3891389621485135,0.7214833737874485,0.0,0,20.0
2016-02-22,Clay,3,Ramos-Vinolas A.,Busta P.,48.0,1498.3744750698331,67.0,1454.263146063104,0.41026700179390424,0.6329501344386315,0.31745648116092173,0.4563559564440438,7.0,0,29.0
