GAME_ID,TEAM_ID,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,FGA,FTA,TOV,OREB,IS_HOME_x,OFF_RTG,PACE,ELO_START,IS_HOME_y,EWMA_OFF_RTG,EWMA_PACE,EWMA_PTS
21701152,1610612743,1610612743,2018-04-01,0,W,128.0,88,22,14,10,1,125.88512981904012,101.68,1545.7529524232334,1,114.92389393967353,101.68,116.85461535786008
21701165,1610612743,1610612743,2018-04-03,0,W,107.0,88,22,14,10,1,105.23210070810384,101.68,1554.5234157991638,1,116.91684591774018,101.68,118.88104892915824
21701180,1610612743,1610612743,2018-04-05,0,W,100.0,88,22,14,10,1,98.3477576711251,101.68,1568.3649182330112,1,114.79234678871538,101.68,116.72085821476583
21701191,1610612743,1610612743,2018-04-07,0,W,134.0,88,22,14,10,0,131.78599527930763,101.68,1576.495484715525,0,111.80242149460807,101.68,113.6807021757175
21701211,1610612743,1610612743,2018-04-09,0,W,88.0,88,22,14,10,1,86.54602675059007,101.68,1616.9638311981241,1,115.43579854637163,101.68,117.37511996195069
21701225,1610612743,1610612743,2018-04-11,0,L,106.0,88,22,14,10,0,104.2486231313926,101.68,1631.6846972795884,0,110.18311276532043,101.68,112.03418905977784
11800010,1610612743,1610612743,2018-09-30,0,W,124.0,88,22,14,10,0,121.95121951219512,101.68,1525.2424235278224,0,109.10411465006084,101.68,110.93706377618189
11800020,1610612743,1610612743,2018-10-02,0,W,113.0,88,22,14,10,0,111.13296616837135,101.68,1548.0564298836125,0,111.43995189772161,101.68,113.31214308960335
11800057,1610612743,1610612743,2018-10-09,0,L,103.0,88,22,14,10,0,101.29819040125885,101.68,1555.270522590132,0,111.384136310567,101.68,113.25538980058457
11800074,1610612743,1610612743,2018-10-12,0,W,98.0,88,22,14,10,0,96.38080251770259,101.68,1538.3126571590044,0,109.55032796342006,101.68,111.39077347320556
21800012,1610612743,1610612743,2018-10-17,0,W,107.0,88,22,14,10,0,105.23210070810384,101.68,1612.6172180604997,0,107.15586879147142,101.68,108.95608738716818
21800033,1610612743,1610612743,2018-10-20,0,W,119.0,88,22,14,10,1,117.03383162863885,101.68,1632.0823139372724,1,106.80609277631368,101.68,108.60043513495577
21800038,1610612743,1610612743,2018-10-21,0,W,100.0,88,22,14,10,1,98.3477576711251,101.68,1635.3791638236485,1,108.66568165855462,101.68,110.49126511041835
21800051,1610612743,1610612743,2018-10-23,0,W,126.0,88,22,14,10,1,123.91817466561761,101.68,1640.794252560775,1,106.78969547902197,101.68,108.58376236306957
21800066,1610612743,1610612743,2018-10-25,0,L,114.0,88,22,14,10,0,112.1164437450826,101.68,1646.3657964493377,0,109.90396442203937,101.68,111.75035102432965
21800095,1610612743,1610612743,2018-10-29,0,W,116.0,88,22,14,10,1,114.08339889850512,101.68,1621.153525818095,1,110.30623338986541,101.68,112.15937811081518
21800106,1610612743,1610612743,2018-10-31,0,W,108.0,88,22,14,10,0,106.2155782848151,101.68,1635.414310610738,0,110.99299075507263,101.68,112.85767299975788
21800112,1610612743,1610612743,2018-11-01,0,W,110.0,88,22,14,10,0,108.1825334382376,101.68,1637.7339602210748,0,110.12437030593489,101.68,111.97445972707463
21800131,1610612743,1610612743,2018-11-03,0,W,103.0,88,22,14,10,1,101.29819040125885,101.68,1656.0118535710137,1,109.77130905726266,101.68,111.6154670494247
21800145,1610612743,1610612743,2018-11-05,0,W,115.0,88,22,14,10,1,113.09992132179386,101.68,1676.3930829396247,1,108.23074202889832,101.68,110.04901849498384
21800158,1610612743,1610612743,2018-11-07,0,L,87.0,88,22,14,10,0,85.56254917387884,101.68,1689.2013461913762,0,109.11604735487933,101.68,110.94919695044133
21800171,1610612743,1610612743,2018-11-09,0,L,110.0,88,22,14,10,1,108.1825334382376,101.68,1671.9108158317372,1,104.83359314015196,101.68,106.59479750490654
21800187,1610612743,1610612743,2018-11-11,0,L,114.0,88,22,14,10,1,112.1164437450826,101.68,1649.813232217071,1,105.44249137616752,101.68,107.21392523128715
21800200,1610612743,1610612743,2018-11-13,0,L,99.0,88,22,14,10,1,97.36428009441383,101.68,1623.52671383373,1,106.65593726142481,101.68,108.44775700741674
21800214,1610612743,1610612743,2018-11-15,0,W,138.0,88,22,14,10,1,135.71990558615263,101.68,1589.3823858180008,1,104.96654504924099,101.68,106.72998300606822
21800228,1610612743,1610612743,2018-11-17,0,L,115.0,88,22,14,10,0,113.09992132179386,101.68,1594.1182593561396,0,110.5580651468613,101.68,112.41544064132853
21800245,1610612743,1610612743,2018-11-19,0,L,98.0,88,22,14,10,0,96.38080251770259,101.68,1579.0815992539683,0,111.02022081503085,101.68,112.88536052472334
21800260,1610612743,1610612743,2018-11-21,0,W,103.0,88,22,14,10,0,101.29819040125885,101.68,1570.2065551612206,0,108.35850839733479,101.68,110.17893133841
21800276,1610612743,1610612743,2018-11-23,0,W,112.0,88,22,14,10,1,110.14948859166009,101.68,1582.4841261769595,1,107.07481421623008,101.68,108.87367109506273
21800282,1610612743,1610612743,2018-11-24,0,W,105.0,88,22,14,10,0,103.26514555468134,101.68,1593.009081979324,0,107.63384592085372,101.68,109.44209453232405
21800304,1610612743,1610612743,2018-11-27,0,W,117.0,88,22,14,10,1,115.06687647521636,101.68,1623.7410266767376,1,106.83953676336782,101.68,108.63444098099241
21800329,1610612743,1610612743,2018-11-30,0,W,113.0,88,22,14,10,0,111.13296616837135,101.68,1642.3557520038153,0,108.33541671097666,101.68,110.15545171172106
21800347,1610612743,1610612743,2018-12-03,0,W,106.0,88,22,14,10,0,104.2486231313926,101.68,1650.503481253966,0,108.84406206686661,101.68,110.67264230958996
21800356,1610612743,1610612743,2018-12-05,0,W,124.0,88,22,14,10,0,121.95121951219512,101.68,1673.007020812478,0,108.00852771496224,101.68,109.8230709805736
21800368,1610612743,1610612743,2018-12-07,0,L,107.0,88,22,14,10,0,105.23210070810384,101.68,1686.8062049541813,0,110.54356258718641,101.68,112.40069443865114
21800380,1610612743,1610612743,2018-12-08,0,L,98.0,88,22,14,10,0,96.38080251770259,101.68,1658.8957994488353,0,109.57784224553504,101.68,111.41874999526001
21800398,1610612743,1610612743,2018-12-10,0,W,105.0,88,22,14,10,1,103.26514555468134,101.68,1612.9129610324073,1,107.17838047683821,101.68,108.9789772688491
21800426,1610612743,1610612743,2018-12-14,0,W,109.0,88,22,14,10,1,107.19905586152636,101.68,1621.3024216278664,1,106.46688321826423,101.68,108.25552685633109
21800442,1610612743,1610612743,2018-12-16,0,W,95.0,88,22,14,10,1,93.43036978756884,101.68,1638.8746091483163,1,106.60000551703915,101.68,108.39088560972544
21800454,1610612743,1610612743,2018-12-18,0,W,126.0,88,22,14,10,1,123.91817466561761,101.68,1660.0937704040803,1,104.20552629349909,101.68,105.9561791352299
21800479,1610612743,1610612743,2018-12-22,0,L,111.0,88,22,14,10,0,109.16601101494885,101.68,1666.3072305611893,0,107.78964417933882,101.68,109.60051020155176
21800510,1610612743,1610612743,2018-12-26,0,L,103.0,88,22,14,10,0,101.29819040125885,101.68,1626.4663727591162,0,108.03989269490428,101.68,109.8549628921787
21800524,1610612743,1610612743,2018-12-28,0,W,102.0,88,22,14,10,1,100.3147128245476,101.68,1607.8057720783356,1,106.8141286415142,101.68,108.60860600269167
21800533,1610612743,1610612743,2018-12-29,0,W,122.0,88,22,14,10,0,119.9842643587726,101.68,1616.724102375638,0,105.632416674793,101.68,107.40704127492954
21800551,1610612743,1610612743,2019-01-01,0,W,115.0,88,22,14,10,1,113.09992132179386,101.68,1624.1441205384037,1,108.24184352642567,101.68,110.06030649766964
21800564,1610612743,1610612743,2019-01-03,0,W,117.0,88,22,14,10,0,115.06687647521636,101.68,1626.0193826425077,0,109.1251303983108,101.68,110.95843258900243
21800576,1610612743,1610612743,2019-01-05,0,W,123.0,88,22,14,10,1,120.96774193548386,101.68,1638.6626613585372,1,110.20544786683908,101.68,112.05689939100199
21800593,1610612743,1610612743,2019-01-07,0,L,113.0,88,22,14,10,0,111.13296616837135,101.68,1645.2891483825933,0,112.16222860659269,101.68,114.04655404718343
21800601,1610612743,1610612743,2019-01-08,0,W,103.0,88,22,14,10,0,101.29819040125885,101.68,1627.4429083540258,0,111.97508998146155,101.68,113.85627149315008
21800618,1610612743,1610612743,2019-01-10,0,W,121.0,88,22,14,10,1,119.00078678206137,101.68,1642.075199243079,1,110.0338355123338,101.68,111.88240394894098
21800635,1610612743,1610612743,2019-01-12,0,L,93.0,88,22,14,10,0,91.46341463414633,101.68,1656.3320711064464,0,111.6641902886479,101.68,113.54014868549717
21800643,1610612743,1610612743,2019-01-13,0,W,116.0,88,22,14,10,1,114.08339889850512,101.68,1612.317505035572,1,107.99132198782944,101.68,109.80557619722494
21800655,1610612743,1610612743,2019-01-15,0,L,111.0,88,22,14,10,1,109.16601101494885,101.68,1621.0681568893335,1,109.09897233522503,101.68,110.93183507045676
21800669,1610612743,1610612743,2019-01-17,0,W,135.0,88,22,14,10,1,132.76947285601887,101.68,1575.6692495086033,1,109.1111611860839,101.68,110.94422869401006
21800687,1610612743,1610612743,2019-01-19,0,W,124.0,88,22,14,10,1,121.95121951219512,101.68,1580.177294851694,1,113.41267239879936,101.68,115.31800529509916
21800715,1610612743,1610612743,2019-01-23,0,L,108.0,88,22,14,10,0,106.2155782848151,101.68,1584.1167481970217,0,114.96513551032587,101.68,116.8965497868993
21800728,1610612743,1610612743,2019-01-25,0,W,132.0,88,22,14,10,1,129.81904012588512,101.68,1572.3340516188525,1,113.37430692386937,101.68,115.27899528019034
21800733,1610612743,1610612743,2019-01-26,0,W,126.0,88,22,14,10,1,123.91817466561761,101.68,1577.747541749926,1,116.36425841514495,101.68,118.31917795651937
21800747,1610612743,1610612743,2019-01-28,0,W,95.0,88,22,14,10,0,93.43036978756884,101.68,1603.9636808057917,0,117.7376977334127,101.68,119.71569105533403
21800761,1610612743,1610612743,2019-01-30,0,W,105.0,88,22,14,10,0,103.26514555468134,101.68,1611.2472258115154,0,113.31818356144109,101.68,115.2219290452733
21800774,1610612743,1610612743,2019-02-01,0,W,136.0,88,22,14,10,1,133.75295043273013,101.68,1629.8144607983684,1,111.49035846930295,101.68,113.36339649158724
21800783,1610612743,1610612743,2019-02-02,0,W,107.0,88,22,14,10,0,105.23210070810384,101.68,1643.9918436717792,0,115.53810246265336,101.68,117.47914258402591
21800790,1610612743,1610612743,2019-02-04,0,L,103.0,88,22,14,10,0,101.29819040125885,101.68,1650.3454718528892,0,113.66428396182617,101.68,115.57384393238483
21800804,1610612743,1610612743,2019-02-06,0,L,130.0,88,22,14,10,0,127.8520849724626,101.68,1601.7769868530697,0,111.41590331445029,101.68,113.28769049013304
21800818,1610612743,1610612743,2019-02-08,0,L,110.0,88,22,14,10,0,108.1825334382376,101.68,1584.0460746401961,0,114.40429997954344,101.68,116.32629221919977
21800847,1610612743,1610612743,2019-02-11,0,W,103.0,88,22,14,10,1,101.29819040125885,101.68,1572.029319106076,1,113.27306969930599,101.68,115.17605727025436
21800860,1610612743,1610612743,2019-02-13,0,W,120.0,88,22,14,10,1,118.01730920535012,101.68,1581.9115179726766,1,111.09581891784286,101.68,112.96222867566267
21800880,1610612743,1610612743,2019-02-22,0,W,114.0,88,22,14,10,0,112.1164437450826,101.68,1587.3134760835312,0,112.35427169738965,101.68,114.24182346190581
