Date,Surface,Player_1,Player_2,Rank_1,Rank_2,Score,Best of,P1_Ace,P1_DF,P1_SvPt,P1_1stIn,P1_1stWon,P1_2ndWon,P1_BpSaved,P1_BpFaced,P2_Ace,P2_DF,P2_SvPt,P2_1stIn,P2_1stWon,P2_2ndWon,P2_BpSaved,P2_BpFaced
2015-01-04,Hard,Millman J.,Williams R.,153.0,220.0,6-3 6-1,3,6.0,2.0,44.0,24.0,19.0,14.0,1.0,1.0,3.0,4.0,50.0,31.0,20.0,5.0,1.0,5.0
2015-01-04,Hard,Federer R.,Raonic M.,2.0,8.0,6-4 6-7(2) 6-4,3,21.0,0.0,100.0,64.0,51.0,19.0,5.0,6.0,14.0,4.0,108.0,58.0,44.0,27.0,4.0,7.0
2015-01-04,Hard,Raonic M.,Nishikori K.,8.0,5.0,6-7(4) 7-6(4) 7-6(4),3,34.0,3.0,122.0,84.0,72.0,22.0,3.0,3.0,6.0,3.0,116.0,82.0,69.0,21.0,3.0,3.0
2015-01-04,Hard,Federer R.,Dimitrov G.,2.0,11.0,6-2 6-2,3,1.0,1.0,48.0,33.0,27.0,9.0,4.0,4.0,4.0,1.0,48.0,30.0,19.0,6.0,3.0,7.0
2015-01-04,Hard,Nishikori K.,Tomic B.,5.0,53.0,6-0 6-4,3,5.0,1.0,38.0,26.0,24.0,8.0,0.0,0.0,10.0,2.0,68.0,41.0,26.0,10.0,12.0,16.0
2015-01-04,Hard,Raonic M.,Groth S.,8.0,85.0,7-6(5) 3-6 7-6(2),3,15.0,2.0,96.0,65.0,53.0,19.0,4.0,5.0,22.0,1.0,98.0,74.0,58.0,17.0,0.0,0.0
2015-01-04,Hard,Dimitrov G.,Klizan M.,11.0,34.0,6-3 6-4,3,7.0,2.0,57.0,34.0,26.0,12.0,1.0,3.0,3.0,1.0,53.0,37.0,24.0,5.0,1.0,5.0
2015-01-04,Hard,Federer R.,Duckworth J.,2.0,125.0,6-0 6-1,3,12.0,2.0,30.0,21.0,19.0,6.0,0.0,0.0,0.0,1.0,38.0,25.0,8.0,4.0,2.0,8.0
2015-01-04,Hard,Tomic B.,Kokkinakis T.,53.0,149.0,7-6(2) 6-1,3,8.0,1.0,72.0,51.0,38.0,12.0,0.0,0.0,7.0,3.0,61.0,32.0,23.0,14.0,3.0,5.0
2015-01-04,Hard,Raonic M.,Kukushkin M.,8.0,69.0,6-3 6-4,3,17.0,4.0,48.0,31.0,28.0,12.0,0.0,0.0,1.0,1.0,54.0,32.0,22.0,12.0,2.0,4.0
2015-01-04,Hard,Groth S.,Kubot L.,85.0,177.0,6-4 6-7(2) 7-6(3),3,21.0,2.0,111.0,80.0,62.0,19.0,2.0,2.0,14.0,5.0,112.0,75.0,58.0,22.0,6.0,7.0
2015-01-04,Hard,Klizan M.,Dolgopolov A.,34.0,23.0,1-6 7-6(6) 7-6(7),3,4.0,5.0,116.0,73.0,46.0,18.0,5.0,10.0,16.0,2.0,103.0,68.0,51.0,19.0,1.0,4.0
2015-01-04,Hard,Dimitrov G.,Chardy J.,11.0,31.0,3-6 6-4 7-6(8),3,10.0,3.0,107.0,64.0,46.0,23.0,5.0,7.0,9.0,6.0,126.0,78.0,60.0,20.0,12.0,13.0
2015-01-04,Hard,Nishikori K.,Johnson S.,5.0,37.0,6-4 7-5,3,7.0,1.0,67.0,45.0,34.0,16.0,2.0,2.0,6.0,1.0,61.0,33.0,24.0,17.0,1.0,3.0
2015-01-04,Hard,Federer R.,Millman J.,2.0,153.0,4-6 6-4 6-3,3,8.0,3.0,85.0,50.0,37.0,19.0,9.0,11.0,2.0,2.0,112.0,72.0,44.0,20.0,9.0,13.0
2015-01-04,Hard,Duckworth J.,Nieminen J.,125.0,73.0,4-6 7-6(5) 6-3,3,16.0,3.0,114.0,66.0,51.0,24.0,7.0,9.0,5.0,0.0,92.0,60.0,45.0,19.0,4.0,6.0
2015-01-04,Hard,Tomic B.,Querrey S.,53.0,35.0,7-5 7-6(5),3,5.0,0.0,77.0,46.0,36.0,21.0,4.0,5.0,20.0,3.0,70.0,42.0,35.0,14.0,4.0,6.0
2015-01-04,Hard,Johnson S.,Matosevic M.,37.0,77.0,2-6 7-6(0) 7-5,3,14.0,3.0,95.0,58.0,45.0,24.0,4.0,6.0,10.0,5.0,106.0,68.0,51.0,19.0,3.0,4.0
2015-01-04,Hard,Nieminen J.,Kudla D.,73.0,123.0,4-6 6-1 6-4,3,4.0,0.0,92.0,59.0,39.0,17.0,4.0,7.0,6.0,1.0,83.0,50.0,26.0,19.0,3.0,8.0
2015-01-04,Hard,Duckworth J.,Simon G.,125.0,21.0,6-2 6-2,3,4.0,0.0,45.0,27.0,20.0,11.0,2.0,3.0,2.0,1.0,56.0,37.0,22.0,5.0,10.0,15.0
2015-01-04,Hard,Chardy J.,Golubev A.,31.0,72.0,6-4 6-4,3,7.0,1.0,53.0,39.0,31.0,11.0,0.0,0.0,9.0,2.0,57.0,38.0,30.0,8.0,1.0,3.0
2015-01-04,Hard,Kokkinakis T.,Benneteau J.,149.0,25.0,6-4 6-3,3,9.0,1.0,52.0,30.0,25.0,14.0,1.0,2.0,5.0,3.0,52.0,33.0,23.0,7.0,1.0,4.0
2015-01-04,Hard,Dolgopolov A.,Berlocq C.,23.0,71.0,6-2 6-3,3,6.0,1.0,49.0,31.0,24.0,12.0,3.0,4.0,3.0,2.0,78.0,53.0,32.0,8.0,11.0,15.0
2015-01-04,Hard,Kubot L.,Anderson K.,177.0,16.0,7-6(3) 6-4,3,6.0,5.0,78.0,51.0,35.0,14.0,3.0,5.0,12.0,3.0,76.0,43.0,30.0,17.0,4.0,7.0
2015-01-04,Hard,Groth S.,Hewitt L.,85.0,84.0,6-3 6-2,3,14.0,0.0,47.0,34.0,30.0,8.0,2.0,2.0,1.0,2.0,45.0,22.0,13.0,14.0,1.0,4.0
2015-01-04,Hard,Kukushkin M.,Copil M.,69.0,201.0,6-4 4-6 6-4,3,3.0,1.0,84.0,56.0,42.0,16.0,1.0,3.0,17.0,2.0,89.0,56.0,46.0,15.0,3.0,6.0
2015-01-04,Hard,Klizan M.,Melzer J.,34.0,110.0,6-7(5) 7-6(6) 6-1,3,9.0,4.0,130.0,79.0,55.0,27.0,6.0,8.0,4.0,4.0,95.0,62.0,40.0,19.0,4.0,8.0
2015-01-05,Hard,Gojowczyk P.,Falla A.,102.0,113.0,6-0 6-1,3,2.0,0.0,42.0,21.0,18.0,13.0,3.0,3.0,0.0,0.0,36.0,20.0,9.0,5.0,1.0,6.0
2015-01-05,Hard,Busta P.,Gonzalez A.,49.0,109.0,6-1 6-3,3,1.0,1.0,46.0,23.0,20.0,12.0,3.0,4.0,2.0,2.0,45.0,24.0,12.0,7.0,3.0,8.0
2015-01-05,Hard,Lu Y.,Devvarman S.,38.0,136.0,6-3 6-4,3,2.0,0.0,54.0,31.0,22.0,14.0,1.0,3.0,3.0,1.0,61.0,38.0,22.0,9.0,7.0,11.0
2015-01-05,Hard,Haider-Maurer A.,Granollers M.,79.0,55.0,3-6 7-6(6) 2-0 RET,3,3.0,4.0,91.0,43.0,32.0,22.0,6.0,9.0,5.0,2.0,74.0,38.0,29.0,19.0,4.0,6.0
2015-01-05,Hard,Vesely J.,Prashanth V.,65.0,557.0,6-2 6-1,3,4.0,1.0,39.0,23.0,20.0,9.0,0.0,0.0,0.0,0.0,55.0,28.0,12.0,14.0,5.0,10.0
2015-01-05,Hard,Berankis R.,Vanni L.,83.0,148.0,6-1 2-6 7-5,3,4.0,3.0,76.0,46.0,33.0,16.0,3.0,6.0,11.0,1.0,81.0,46.0,30.0,17.0,2.0,7.0
2015-01-05,Hard,Bedene A.,Lacko L.,156.0,88.0,7-6(0) 6-3,3,11.0,4.0,79.0,40.0,37.0,19.0,3.0,3.0,5.0,2.0,74.0,49.0,35.0,12.0,6.0,7.0
2015-01-05,Hard,Ymer E.,Sijsling I.,227.0,81.0,6-4 4-6 6-3,3,3.0,2.0,80.0,55.0,39.0,15.0,4.0,7.0,3.0,7.0,98.0,62.0,43.0,13.0,4.0,8.0
2015-01-05,Hard,Ito T.,Ramanathan R.,87.0,285.0,6-3 6-3,3,2.0,1.0,52.0,38.0,33.0,6.0,2.0,2.0,9.0,4.0,77.0,40.0,30.0,13.0,8.0,11.0
2015-01-05,Hard,Garcia-Lopez G.,Donskoy E.,36.0,129.0,6-7(3) 6-2 6-3,3,4.0,1.0,75.0,41.0,31.0,24.0,3.0,5.0,6.0,6.0,94.0,51.0,31.0,20.0,5.0,11.0
2015-01-05,Hard,Coric B.,Haase R.,95.0,80.0,6-2 6-2,3,4.0,1.0,48.0,26.0,21.0,12.0,4.0,5.0,1.0,0.0,46.0,27.0,14.0,5.0,2.0,7.0
2015-01-05,Hard,Muller G.,Roger-Vasselin E.,46.0,116.0,6-7(11) 6-1 7-6(3),3,29.0,4.0,100.0,65.0,49.0,23.0,3.0,4.0,4.0,3.0,101.0,69.0,50.0,16.0,1.0,5.0
2015-01-05,Hard,Wawrinka S.,Coric B.,4.0,95.0,6-1 6-4,3,4.0,1.0,48.0,26.0,24.0,12.0,0.0,0.0,2.0,0.0,54.0,28.0,18.0,11.0,5.0,8.0
2015-01-05,Hard,Wawrinka S.,Bedene A.,4.0,156.0,6-3 6-4,3,2.0,1.0,59.0,39.0,29.0,13.0,0.0,0.0,7.0,2.0,52.0,33.0,25.0,9.0,2.0,4.0
2015-01-05,Hard,Goffin D.,Berankis R.,22.0,83.0,6-0 4-6 7-6(1),3,12.0,4.0,78.0,46.0,38.0,19.0,2.0,4.0,1.0,4.0,101.0,74.0,48.0,10.0,6.0,10.0
2015-01-05,Hard,Haider-Maurer A.,Vesely J.,79.0,65.0,6-7(3) 6-4 6-4,3,13.0,7.0,97.0,67.0,49.0,18.0,3.0,4.0,14.0,4.0,100.0,67.0,53.0,13.0,2.0,5.0
2015-01-05,Hard,Lu Y.,Busta P.,38.0,49.0,6-4 6-4,3,7.0,2.0,58.0,39.0,30.0,10.0,4.0,5.0,7.0,2.0,67.0,48.0,32.0,6.0,4.0,7.0
2015-01-05,Hard,Agut R.,Gojowczyk P.,15.0,102.0,6-3 6-2,3,6.0,4.0,61.0,35.0,23.0,14.0,6.0,8.0,5.0,2.0,47.0,27.0,16.0,6.0,1.0,6.0
2015-01-05,Hard,Garcia-Lopez G.,Ito T.,36.0,87.0,6-7(1) 6-2 6-0,3,8.0,2.0,87.0,49.0,35.0,19.0,4.0,7.0,5.0,7.0,98.0,58.0,34.0,15.0,10.0,18.0
2015-01-05,Hard,Bedene A.,Lopez F.,156.0,14.0,6-4 6-4,3,7.0,1.0,57.0,38.0,33.0,10.0,1.0,1.0,6.0,2.0,75.0,42.0,28.0,17.0,8.0,10.0
2015-01-05,Hard,Wawrinka S.,Muller G.,4.0,46.0,6-2 7-6(4),3,4.0,0.0,61.0,39.0,31.0,17.0,3.0,4.0,1.0,4.0,71.0,38.0,26.0,16.0,3.0,6.0
2015-01-05,Hard,Goffin D.,Haider-Maurer A.,22.0,79.0,7-5 6-2,3,7.0,1.0,50.0,25.0,21.0,17.0,0.0,1.0,6.0,2.0,62.0,39.0,25.0,10.0,3.0,7.0
2015-01-05,Hard,Agut R.,Lu Y.,15.0,38.0,7-6(7) 6-4,3,3.0,0.0,73.0,47.0,34.0,16.0,2.0,3.0,5.0,1.0,85.0,47.0,34.0,18.0,4.0,6.0
2015-01-05,Hard,Bedene A.,Garcia-Lopez G.,156.0,36.0,2-6 6-3 6-2,3,11.0,1.0,99.0,64.0,44.0,16.0,8.0,11.0,3.0,4.0,73.0,37.0,24.0,18.0,3.0,7.0
2015-01-05,Hard,Wawrinka S.,Goffin D.,4.0,22.0,7-5 6-3,3,6.0,1.0,72.0,37.0,26.0,22.0,7.0,8.0,3.0,2.0,69.0,38.0,29.0,12.0,7.0,10.0
2015-01-05,Hard,Bedene A.,Agut R.,156.0,15.0,3-6 6-3 7-6(8),3,15.0,3.0,125.0,64.0,45.0,27.0,10.0,15.0,2.0,2.0,99.0,68.0,43.0,18.0,5.0,10.0
2015-01-05,Hard,Ferrer D.,Berdych T.,10.0,7.0,6-4 7-5,3,1.0,3.0,63.0,42.0,30.0,11.0,6.0,8.0,6.0,3.0,59.0,36.0,27.0,8.0,4.0,8.0
2015-01-05,Hard,Muller G.,Ymer E.,46.0,227.0,6-4 6-3,3,6.0,2.0,68.0,37.0,31.0,16.0,7.0,7.0,2.0,3.0,46.0,35.0,30.0,1.0,0.0,2.0
2015-01-05,Hard,Berdych T.,Seppi A.,7.0,45.0,6-2 6-3,3,3.0,2.0,56.0,38.0,32.0,9.0,3.0,3.0,2.0,1.0,58.0,36.0,26.0,6.0,6.0,9.0
2015-01-05,Hard,Berdych T.,Kavcic B.,7.0,99.0,6-1 6-2,3,4.0,0.0,45.0,29.0,23.0,11.0,0.0,0.0,1.0,3.0,47.0,34.0,21.0,1.0,1.0,5.0
2015-01-05,Hard,Seppi A.,Dodig I.,45.0,89.0,7-5 6-4,3,3.0,2.0,78.0,38.0,32.0,15.0,5.0,8.0,3.0,2.0,62.0,36.0,18.0,13.0,2.0,7.0
2015-01-05,Hard,Djokovic N.,Lajovic D.,1.0,68.0,6-2 6-1,3,3.0,2.0,50.0,35.0,24.0,8.0,3.0,4.0,0.0,2.0,43.0,27.0,13.0,5.0,1.0,6.0
2015-01-05,Hard,Bolelli S.,Becker B.,52.0,40.0,6-3 7-6(2),3,10.0,1.0,61.0,43.0,34.0,14.0,1.0,2.0,7.0,0.0,80.0,51.0,31.0,17.0,5.0,7.0
2015-01-05,Hard,Kavcic B.,Monaco J.,99.0,61.0,7-6(3) 6-4,3,4.0,1.0,79.0,58.0,42.0,12.0,4.0,5.0,4.0,1.0,78.0,54.0,33.0,13.0,4.0,6.0
2015-01-05,Hard,Berdych T.,Istomin D.,7.0,48.0,6-1 6-4,3,9.0,0.0,45.0,24.0,23.0,13.0,0.0,0.0,0.0,0.0,47.0,27.0,17.0,9.0,4.0,7.0
2015-01-05,Hard,Seppi A.,Mayer L.,45.0,28.0,5-7 7-6(4) 7-6(4),3,5.0,2.0,113.0,68.0,55.0,28.0,4.0,5.0,12.0,5.0,130.0,77.0,61.0,29.0,6.0,6.0
2015-01-05,Hard,Souza J.,Jaziri M.,117.0,74.0,3-6 6-4 6-3,3,8.0,0.0,72.0,51.0,42.0,14.0,4.0,5.0,3.0,3.0,75.0,35.0,27.0,27.0,1.0,3.0
2015-01-05,Hard,Dodig I.,Safwat M.,89.0,289.0,6-3 6-1,3,8.0,0.0,36.0,24.0,23.0,9.0,0.0,0.0,0.0,2.0,48.0,29.0,18.0,6.0,0.0,4.0
2015-01-05,Hard,Ferrer D.,Karlovic I.,10.0,27.0,6-7(2) 7-6(5) 7-6(4),3,5.0,0.0,122.0,97.0,76.0,15.0,2.0,2.0,30.0,1.0,117.0,81.0,67.0,22.0,3.0,3.0
2015-01-05,Hard,Stakhovsky S.,Al-Mutawa J.,57.0,,6-1 6-1,3,7.0,3.0,52.0,35.0,28.0,6.0,2.0,2.0,1.0,3.0,38.0,23.0,11.0,3.0,3.0,8.0
2015-01-05,Hard,Basilashvili N.,Youzhny M.,171.0,47.0,7-5 6-2,3,2.0,0.0,53.0,35.0,26.0,10.0,1.0,3.0,1.0,4.0,65.0,36.0,25.0,9.0,4.0,9.0
2015-01-05,Hard,Karlovic I.,Rosol L.,27.0,30.0,7-6(4) 6-3,3,27.0,0.0,77.0,47.0,38.0,19.0,8.0,8.0,7.0,3.0,75.0,48.0,36.0,13.0,5.0,6.0
2015-01-05,Hard,Ferrer D.,Bakker T.,10.0,141.0,6-7(4) 6-4 6-3,3,5.0,2.0,87.0,43.0,31.0,29.0,1.0,3.0,13.0,1.0,118.0,63.0,47.0,24.0,7.0,12.0
2015-01-05,Hard,Verdasco F.,Gabashvili T.,33.0,66.0,4-6 6-3 7-6(4),3,8.0,5.0,123.0,99.0,70.0,11.0,8.0,9.0,12.0,4.0,101.0,69.0,58.0,13.0,9.0,10.0
2015-01-05,Hard,Berrer M.,Nadal R.,127.0,3.0,1-6 6-3 6-4,3,6.0,2.0,89.0,68.0,47.0,11.0,10.0,12.0,2.0,1.0,72.0,48.0,34.0,15.0,2.0,4.0
2015-01-05,Hard,Struff J.,Kohlschreiber P.,58.0,24.0,7-6(3) 4-6 6-1,3,7.0,0.0,95.0,59.0,52.0,15.0,5.0,6.0,7.0,1.0,90.0,65.0,45.0,14.0,4.0,6.0
2015-01-05,Hard,Brown D.,Lorenzi P.,98.0,63.0,7-6(3) 6-3,3,6.0,2.0,68.0,44.0,31.0,14.0,1.0,3.0,0.0,3.0,65.0,44.0,26.0,9.0,2.0,5.0
2015-01-05,Hard,Ferrer D.,Brown D.,10.0,98.0,6-2 6-2,3,1.0,3.0,65.0,45.0,31.0,8.0,5.0,6.0,2.0,7.0,55.0,33.0,21.0,4.0,5.0,10.0
2015-01-05,Hard,Karlovic I.,Djokovic N.,27.0,1.0,6-7(2) 7-6(6) 6-4,3,21.0,3.0,99.0,73.0,62.0,13.0,0.0,0.0,11.0,2.0,112.0,81.0,61.0,19.0,3.0,4.0
2015-01-05,Hard,Dodig I.,Berrer M.,89.0,127.0,7-6(1) 6-2,3,7.0,0.0,57.0,35.0,28.0,16.0,1.0,1.0,7.0,3.0,75.0,56.0,36.0,7.0,5.0,7.0
2015-01-05,Hard,Seppi A.,Souza J.,45.0,117.0,7-5 6-2,3,7.0,0.0,54.0,37.0,30.0,10.0,4.0,5.0,3.0,0.0,58.0,34.0,24.0,10.0,4.0,8.0
2015-01-05,Hard,Berdych T.,Gasquet R.,7.0,26.0,6-2 6-1,3,5.0,2.0,50.0,31.0,26.0,9.0,1.0,1.0,1.0,1.0,37.0,27.0,14.0,3.0,3.0,7.0
2015-01-05,Hard,Brown D.,Struff J.,98.0,58.0,7-6(9) 6-4,3,15.0,4.0,82.0,60.0,50.0,9.0,1.0,1.0,8.0,1.0,75.0,50.0,38.0,14.0,4.0,5.0
2015-01-05,Hard,Ferrer D.,Verdasco F.,10.0,33.0,6-3 6-2,3,2.0,3.0,46.0,31.0,23.0,9.0,1.0,2.0,1.0,4.0,74.0,48.0,27.0,9.0,8.0,13.0
2015-01-05,Hard,Karlovic I.,Basilashvili N.,27.0,171.0,7-6(3) 6-3,3,19.0,0.0,61.0,43.0,36.0,12.0,1.0,2.0,4.0,5.0,78.0,48.0,33.0,14.0,7.0,9.0
2015-01-05,Hard,Djokovic N.,Stakhovsky S.,1.0,57.0,6-2 6-1,3,5.0,2.0,51.0,34.0,29.0,8.0,3.0,3.0,3.0,1.0,48.0,26.0,16.0,6.0,3.0,7.0
2015-01-05,Hard,Gasquet R.,Andujar P.,26.0,41.0,6-3 7-5,3,8.0,4.0,64.0,43.0,33.0,10.0,4.0,5.0,1.0,1.0,68.0,51.0,34.0,7.0,4.0,7.0
2015-01-05,Hard,Gasquet R.,Bolelli S.,26.0,52.0,6-3 6-2,3,6.0,1.0,42.0,33.0,27.0,6.0,0.0,1.0,3.0,0.0,57.0,40.0,23.0,6.0,4.0,8.0
2015-01-11,Hard,Benneteau J.,Pospisil V.,27.0,55.0,7-6(3) 6-3,3,5.0,0.0,62.0,42.0,34.0,15.0,0.0,0.0,4.0,3.0,73.0,42.0,30.0,16.0,6.0,7.0
2015-01-11,Hard,Muller G.,Chardy J.,45.0,31.0,2-6 7-6(1) 6-4,3,15.0,1.0,98.0,63.0,48.0,18.0,6.0,8.0,19.0,4.0,80.0,51.0,40.0,21.0,5.0,6.0
2015-01-11,Hard,Tomic B.,Kohlschreiber P.,71.0,24.0,6-3 6-4,3,8.0,1.0,57.0,38.0,31.0,12.0,2.0,2.0,4.0,0.0,43.0,27.0,21.0,11.0,2.0,4.0
2015-01-11,Hard,Troicki V.,Andujar P.,92.0,40.0,4-6 6-3 6-3,3,13.0,1.0,79.0,46.0,36.0,17.0,3.0,6.0,1.0,5.0,91.0,59.0,36.0,16.0,5.0,10.0
2015-01-11,Hard,Bolelli S.,Goffin D.,51.0,22.0,6-3 6-3,3,5.0,2.0,56.0,36.0,28.0,12.0,2.0,2.0,3.0,5.0,49.0,26.0,18.0,9.0,3.0,6.0
2015-01-11,Hard,Kukushkin M.,Potro J.,66.0,338.0,7-6(5) 7-6(3),3,3.0,1.0,78.0,49.0,37.0,23.0,0.0,0.0,13.0,0.0,72.0,52.0,43.0,12.0,0.0,0.0
2015-01-11,Hard,Troicki V.,Bolelli S.,92.0,51.0,6-3 3-6 7-5,3,16.0,0.0,82.0,55.0,47.0,13.0,1.0,3.0,2.0,3.0,118.0,83.0,53.0,19.0,11.0,14.0
2015-01-11,Hard,Muller G.,Tomic B.,45.0,71.0,7-6(3) 7-6(13),3,25.0,0.0,83.0,66.0,57.0,11.0,2.0,2.0,15.0,1.0,87.0,66.0,52.0,15.0,3.0,3.0
2015-01-11,Hard,Kukushkin M.,Mayer L.,66.0,28.0,6-4 6-4,3,4.0,2.0,75.0,32.0,27.0,23.0,11.0,11.0,8.0,3.0,71.0,46.0,33.0,11.0,4.0,6.0
2015-01-11,Hard,Troicki V.,Muller G.,92.0,45.0,6-2 6-4,3,13.0,1.0,52.0,33.0,27.0,11.0,0.0,0.0,9.0,2.0,51.0,29.0,19.0,13.0,4.0,7.0
2015-01-11,Hard,Troicki V.,Kukushkin M.,92.0,66.0,6-2 6-3,3,13.0,2.0,46.0,31.0,27.0,7.0,1.0,2.0,1.0,0.0,51.0,29.0,18.0,7.0,1.0,5.0
2015-01-11,Hard,Mayer L.,Benneteau J.,28.0,27.0,6-3 7-6(4),3,12.0,3.0,71.0,49.0,41.0,12.0,4.0,4.0,2.0,2.0,62.0,46.0,32.0,10.0,0.0,1.0
2015-01-11,Hard,Kukushkin M.,Cuevas P.,66.0,29.0,7-5 7-5,3,7.0,1.0,87.0,51.0,34.0,22.0,6.0,7.0,6.0,4.0,82.0,48.0,35.0,13.0,5.0,8.0
2015-01-11,Hard,Mayer L.,Janowicz J.,28.0,42.0,4-6 6-1 7-6(3),3,13.0,3.0,102.0,59.0,47.0,23.0,4.0,5.0,9.0,2.0,88.0,58.0,39.0,19.0,2.0,4.0
2015-01-11,Hard,Tomic B.,Sijsling I.,71.0,83.0,6-1 6-2,3,8.0,0.0,42.0,34.0,29.0,4.0,0.0,0.0,2.0,2.0,41.0,24.0,14.0,6.0,2.0,6.0
2015-01-11,Hard,Troicki V.,Klizan M.,92.0,34.0,6-2 6-3,3,8.0,1.0,42.0,29.0,28.0,8.0,0.0,0.0,3.0,2.0,46.0,30.0,19.0,6.0,1.0,4.0
2015-01-11,Hard,Andujar P.,Nieminen J.,40.0,70.0,6-2 6-2,3,1.0,0.0,56.0,42.0,27.0,11.0,9.0,9.0,4.0,2.0,59.0,39.0,25.0,3.0,7.0,11.0
2015-01-11,Hard,Bolelli S.,Matosevic M.,51.0,80.0,6-3 6-2,3,7.0,0.0,45.0,33.0,27.0,9.0,0.0,0.0,5.0,3.0,45.0,27.0,18.0,9.0,0.0,3.0
2015-01-11,Hard,Kukushkin M.,Istomin D.,66.0,48.0,6-3 7-6(1),3,4.0,2.0,66.0,32.0,22.0,22.0,2.0,4.0,3.0,0.0,63.0,42.0,32.0,5.0,2.0,5.0
2015-01-11,Hard,Cuevas P.,Almagro N.,29.0,67.0,7-6(5) 6-4,3,12.0,3.0,73.0,42.0,35.0,17.0,2.0,2.0,13.0,1.0,84.0,56.0,42.0,13.0,4.0,5.0
2015-01-11,Hard,Potro J.,Stakhovsky S.,338.0,69.0,6-3 7-6(4),3,7.0,0.0,61.0,41.0,37.0,11.0,0.0,0.0,7.0,3.0,58.0,31.0,23.0,17.0,1.0,2.0
2015-01-11,Hard,Janowicz J.,Kyrgios N.,42.0,50.0,6-1 6-7(6) 7-6(5),3,14.0,6.0,113.0,77.0,64.0,20.0,5.0,5.0,17.0,1.0,99.0,66.0,50.0,22.0,2.0,4.0
2015-01-11,Hard,Mayer L.,Becker B.,28.0,38.0,7-6(3) 6-2,3,6.0,0.0,53.0,34.0,28.0,16.0,0.0,0.0,6.0,0.0,69.0,42.0,35.0,9.0,7.0,9.0
2015-01-11,Hard,Chardy J.,Querrey S.,31.0,35.0,6-4 6-4,3,6.0,2.0,58.0,44.0,34.0,9.0,3.0,3.0,10.0,2.0,61.0,39.0,31.0,9.0,4.0,6.0
2015-01-11,Hard,Muller G.,Groth S.,45.0,81.0,3-6 6-3 7-6(6),3,12.0,7.0,97.0,68.0,53.0,13.0,5.0,8.0,22.0,4.0,91.0,67.0,51.0,8.0,1.0,4.0
2015-01-11,Hard,Potro J.,Fognini F.,338.0,18.0,4-6 6-2 6-2,3,11.0,1.0,75.0,47.0,38.0,14.0,4.0,6.0,9.0,4.0,81.0,39.0,23.0,21.0,5.0,10.0
2015-01-11,Hard,Pospisil V.,Seppi A.,55.0,43.0,6-3 7-6(4),3,10.0,1.0,66.0,42.0,35.0,12.0,2.0,3.0,5.0,1.0,59.0,34.0,26.0,13.0,3.0,5.0
2015-01-12,Hard,Falla A.,Schepper K.,112.0,101.0,6-2 6-4,3,3.0,2.0,60.0,41.0,28.0,12.0,3.0,3.0,4.0,3.0,53.0,39.0,23.0,7.0,3.0,6.0
2015-01-12,Hard,Johnson S.,Busta P.,39.0,49.0,6-7(3) 6-4 6-1,3,15.0,1.0,93.0,57.0,45.0,23.0,6.0,6.0,9.0,1.0,98.0,64.0,39.0,21.0,6.0,10.0
2015-01-12,Hard,Anderson K.,Struff J.,16.0,54.0,7-6(6) 6-1,3,8.0,3.0,73.0,49.0,36.0,14.0,4.0,5.0,10.0,0.0,63.0,32.0,23.0,14.0,3.0,6.0
2015-01-12,Hard,Young D.,Schwartzman D.,56.0,58.0,2-6 6-4 6-1,3,9.0,4.0,76.0,45.0,30.0,20.0,1.0,3.0,2.0,2.0,73.0,47.0,29.0,16.0,1.0,4.0
2015-01-12,Hard,Vesely J.,Gulbis E.,63.0,13.0,6-2 3-6 6-1,3,3.0,1.0,61.0,32.0,26.0,21.0,0.0,1.0,6.0,2.0,71.0,41.0,27.0,15.0,3.0,7.0
2015-01-12,Hard,Vesely J.,Young D.,63.0,56.0,6-2 6-3,3,9.0,1.0,44.0,31.0,25.0,9.0,3.0,3.0,2.0,5.0,54.0,31.0,20.0,9.0,5.0,9.0
2015-01-12,Hard,Anderson K.,Johnson S.,16.0,39.0,6-4 7-6(8),3,14.0,2.0,61.0,38.0,34.0,15.0,1.0,2.0,10.0,2.0,90.0,60.0,42.0,16.0,7.0,9.0
2015-01-12,Hard,Mannarino A.,Pouille L.,44.0,136.0,6-4 3-6 7-5,3,5.0,3.0,82.0,50.0,39.0,18.0,1.0,3.0,11.0,4.0,90.0,55.0,37.0,21.0,1.0,4.0
2015-01-12,Hard,Vesely J.,Anderson K.,63.0,16.0,6-4 7-6(4),3,12.0,2.0,60.0,43.0,36.0,11.0,0.0,1.0,10.0,1.0,66.0,40.0,29.0,16.0,0.0,2.0
2015-01-12,Hard,Vesely J.,Mannarino A.,63.0,44.0,6-3 6-2,3,11.0,2.0,48.0,31.0,24.0,10.0,2.0,3.0,1.0,4.0,48.0,28.0,17.0,7.0,3.0,7.0
2015-01-12,Hard,Mannarino A.,Agut R.,44.0,15.0,6-2 2-1 RET,3,2.0,0.0,24.0,10.0,9.0,11.0,0.0,0.0,1.0,2.0,35.0,23.0,12.0,5.0,3.0,6.0
2015-01-12,Hard,Pouille L.,Ramos-Vinolas A.,136.0,61.0,6-3 6-2,3,5.0,0.0,55.0,35.0,25.0,15.0,3.0,3.0,0.0,3.0,44.0,26.0,17.0,7.0,1.0,4.0
