Date,Surface,Player_1,Player_2,Rank_1,Rank_2,Score,Best of,P1_Ace,P1_DF,P1_SvPt,P1_1stIn,P1_1stWon,P1_2ndWon,P1_BpSaved,P1_BpFaced,P2_Ace,P2_DF,P2_SvPt,P2_1stIn,P2_1stWon,P2_2ndWon,P2_BpSaved,P2_BpFaced
2021-10-18,Hard,Berankis R.,Coria F.,108.0,68.0,6-2 6-1,3,1.0,1.0,42.0,24.0,19.0,12.0,4.0,4.0,2.0,2.0,57.0,32.0,18.0,7.0,6.0,11.0
2021-10-18,Hard,Cilic M.,Paul T.,41.0,54.0,7-5 6-3,3,7.0,3.0,75.0,40.0,31.0,15.0,5.0,7.0,3.0,4.0,64.0,37.0,27.0,7.0,5.0,9.0
2021-10-18,Hard,Millman J.,Marchenko I.,58.0,164.0,6-1 5-7 6-4,3,2.0,1.0,79.0,52.0,41.0,17.0,3.0,5.0,8.0,4.0,101.0,60.0,44.0,13.0,8.0,12.0
2021-10-18,Hard,Khachanov K.,Duckworth J.,31.0,52.0,3-6 6-3 6-1,3,17.0,3.0,66.0,37.0,30.0,18.0,0.0,1.0,8.0,2.0,90.0,52.0,38.0,13.0,8.0,12.0
2021-10-18,Hard,Mannarino A.,Rublev A.,51.0,6.0,5-7 7-6(4) 6-3,3,9.0,2.0,107.0,72.0,52.0,19.0,3.0,7.0,10.0,1.0,105.0,68.0,49.0,17.0,8.0,12.0
2021-10-25,Hard,Ivashka I.,Djere L.,46.0,52.0,6-3 6-2,3,2.0,1.0,46.0,36.0,29.0,6.0,4.0,4.0,4.0,5.0,54.0,30.0,21.0,8.0,2.0,6.0
2021-10-25,Hard,Zandschulp B.,Nishioka Y.,69.0,82.0,6-2 6-2,3,5.0,2.0,51.0,35.0,26.0,7.0,1.0,2.0,0.0,2.0,54.0,34.0,17.0,8.0,6.0,11.0
2021-10-25,Hard,Korda S.,Serdarusic N.,38.0,248.0,7-6(2) 7-5,3,11.0,0.0,69.0,53.0,44.0,10.0,0.0,0.0,6.0,1.0,83.0,62.0,42.0,12.0,6.0,7.0
2021-10-25,Hard,McDonald M.,Gerasimov E.,56.0,105.0,7-5 6-4,3,2.0,0.0,54.0,36.0,28.0,10.0,0.0,2.0,3.0,6.0,71.0,46.0,30.0,10.0,7.0,11.0
2021-10-25,Hard,Cilic M.,Ramos-Vinolas A.,35.0,43.0,6-2 6-3,3,10.0,1.0,60.0,28.0,24.0,18.0,2.0,2.0,1.0,0.0,51.0,30.0,20.0,8.0,2.0,5.0
2021-10-25,Hard,Khachanov K.,Mannarino A.,30.0,50.0,6-3 6-3,3,5.0,0.0,43.0,23.0,19.0,17.0,0.0,0.0,3.0,9.0,84.0,43.0,31.0,14.0,13.0,16.0
2021-10-25,Hard,Millman J.,Oliel Y.,57.0,373.0,6-1 6-1,3,2.0,1.0,40.0,28.0,22.0,8.0,2.0,2.0,1.0,0.0,42.0,23.0,13.0,4.0,3.0,8.0
2021-10-25,Hard,Paul T.,Martinez P.,54.0,58.0,6-3 6-2,3,8.0,0.0,55.0,33.0,27.0,10.0,2.0,3.0,0.0,2.0,57.0,35.0,19.0,10.0,6.0,10.0
2021-10-25,Hard,Bublik A.,Tiurnev E.,34.0,304.0,6-3 6-4,3,12.0,10.0,61.0,30.0,28.0,16.0,2.0,2.0,4.0,2.0,49.0,30.0,21.0,11.0,1.0,3.0
2021-10-25,Hard,Struff J.,Duckworth J.,53.0,51.0,7-6(3) 6-3,3,10.0,2.0,68.0,36.0,29.0,17.0,0.0,1.0,8.0,2.0,87.0,53.0,39.0,11.0,9.0,11.0
2021-10-25,Hard,Andujar P.,Delbonis F.,92.0,41.0,6-2 7-6(1),3,2.0,5.0,64.0,45.0,32.0,8.0,2.0,5.0,1.0,3.0,63.0,39.0,24.0,6.0,3.0,8.0
2021-10-25,Hard,Fritz T.,Ruusuvuori E.,28.0,72.0,6-1 6-4,3,11.0,0.0,59.0,35.0,29.0,10.0,5.0,6.0,2.0,0.0,45.0,30.0,16.0,8.0,2.0,6.0
2021-10-25,Hard,Shapovalov D.,Andujar P.,13.0,92.0,2-6 6-3 6-0,3,11.0,8.0,73.0,41.0,34.0,13.0,4.0,6.0,0.0,4.0,70.0,44.0,26.0,11.0,5.0,9.0
2021-10-25,Hard,Cilic M.,Zandschulp B.,35.0,69.0,6-3 6-3,3,9.0,0.0,45.0,31.0,27.0,9.0,0.0,0.0,2.0,1.0,53.0,39.0,26.0,5.0,5.0,8.0
2021-10-25,Hard,Millman J.,Karatsev A.,57.0,19.0,6-3 6-2,3,3.0,0.0,50.0,34.0,28.0,10.0,4.0,4.0,5.0,5.0,62.0,43.0,29.0,6.0,7.0,10.0
2021-10-25,Hard,Fritz T.,Paul T.,28.0,54.0,7-6(3) 6-4,3,6.0,1.0,72.0,48.0,34.0,13.0,3.0,4.0,2.0,4.0,62.0,32.0,23.0,17.0,0.0,2.0
2021-10-25,Hard,Cilic M.,Khachanov K.,35.0,30.0,6-4 6-7(1) 6-4,3,15.0,4.0,93.0,58.0,45.0,19.0,3.0,5.0,8.0,5.0,102.0,71.0,54.0,12.0,5.0,9.0
2021-10-25,Hard,Agut R.,McDonald M.,20.0,56.0,6-3 6-2,3,2.0,1.0,52.0,34.0,27.0,12.0,1.0,1.0,3.0,0.0,49.0,35.0,21.0,6.0,4.0,7.0
2021-10-25,Hard,Zandschulp B.,Korda S.,69.0,38.0,6-2 7-5,3,4.0,1.0,56.0,40.0,30.0,12.0,2.0,2.0,6.0,2.0,67.0,48.0,30.0,9.0,3.0,6.0
2021-10-25,Hard,Rublev A.,Ivashka I.,6.0,46.0,6-4 6-4,3,10.0,1.0,65.0,37.0,31.0,16.0,7.0,7.0,4.0,1.0,65.0,42.0,29.0,10.0,4.0,6.0
2021-10-25,Hard,Struff J.,Shapovalov D.,53.0,13.0,6-4 6-3,3,4.0,4.0,52.0,25.0,22.0,14.0,4.0,5.0,4.0,4.0,55.0,33.0,19.0,10.0,4.0,8.0
2021-10-25,Hard,Fritz T.,Millman J.,28.0,57.0,6-4 6-2,3,5.0,2.0,48.0,26.0,19.0,14.0,1.0,2.0,3.0,2.0,52.0,26.0,17.0,12.0,3.0,7.0
2021-10-25,Hard,Cilic M.,Agut R.,35.0,20.0,6-4 3-6 6-3,3,19.0,7.0,116.0,58.0,46.0,23.0,13.0,16.0,2.0,1.0,88.0,44.0,32.0,21.0,7.0,11.0
2021-10-25,Hard,Zandschulp B.,Rublev A.,69.0,6.0,6-3 6-4,3,5.0,2.0,53.0,36.0,26.0,10.0,5.0,6.0,2.0,4.0,80.0,47.0,29.0,14.0,5.0,9.0
2021-10-25,Hard,Fritz T.,Struff J.,28.0,53.0,5-7 6-1 6-3,3,10.0,5.0,81.0,54.0,44.0,13.0,2.0,4.0,6.0,4.0,94.0,58.0,38.0,15.0,5.0,10.0
2021-10-25,Hard,Cilic M.,Fritz T.,35.0,28.0,7-6(3) 4-6 6-4,3,12.0,7.0,97.0,58.0,45.0,15.0,7.0,12.0,10.0,5.0,103.0,59.0,38.0,22.0,2.0,7.0
2021-10-25,Hard,Struff J.,Bublik A.,53.0,34.0,6-4 6-3,3,7.0,2.0,53.0,32.0,25.0,14.0,0.0,0.0,15.0,7.0,74.0,47.0,34.0,10.0,6.0,9.0
2021-10-25,Hard,Tiafoe F.,Sinner J.,49.0,11.0,3-6 7-5 6-2,3,7.0,0.0,101.0,65.0,39.0,23.0,5.0,8.0,8.0,3.0,85.0,54.0,37.0,13.0,5.0,9.0
2021-10-25,Hard,Zverev A.,Tiafoe F.,4.0,49.0,7-5 6-4,3,19.0,0.0,56.0,46.0,37.0,6.0,1.0,2.0,4.0,1.0,81.0,53.0,33.0,14.0,6.0,9.0
2021-10-25,Hard,Tiafoe F.,Schwartzman D.,49.0,16.0,6-4 7-6(6),3,9.0,1.0,78.0,45.0,29.0,15.0,5.0,9.0,1.0,0.0,79.0,52.0,30.0,10.0,5.0,10.0
2021-10-25,Hard,Zverev A.,Alcaraz C.,4.0,42.0,6-3 6-3,3,8.0,1.0,47.0,37.0,31.0,7.0,1.0,1.0,1.0,1.0,45.0,23.0,17.0,12.0,1.0,4.0
2021-10-25,Hard,Minaur A.,Anderson K.,32.0,61.0,6-3 7-6(3),3,4.0,2.0,64.0,38.0,29.0,16.0,0.0,1.0,21.0,4.0,77.0,54.0,38.0,7.0,7.0,10.0
2021-10-25,Hard,Norrie C.,Fucsovics M.,14.0,39.0,7-6(4) 6-1,3,1.0,3.0,57.0,40.0,31.0,7.0,0.0,2.0,7.0,2.0,60.0,36.0,26.0,5.0,3.0,7.0
2021-10-25,Hard,Auger-Aliassime F.,Berankis R.,12.0,99.0,6-3 6-2,3,5.0,3.0,52.0,30.0,24.0,13.0,2.0,3.0,0.0,2.0,75.0,43.0,22.0,15.0,5.0,9.0
2021-10-25,Hard,Berrettini M.,Popyrin A.,7.0,77.0,7-6(3) 6-3,3,5.0,2.0,63.0,43.0,34.0,14.0,0.0,0.0,3.0,2.0,68.0,38.0,29.0,16.0,3.0,4.0
2021-10-25,Hard,Basilashvili N.,Busta P.,25.0,18.0,7-5 4-6 6-3,3,9.0,4.0,117.0,73.0,54.0,22.0,10.0,11.0,12.0,2.0,89.0,55.0,42.0,17.0,7.0,9.0
2021-10-25,Hard,Alcaraz C.,Evans D.,42.0,24.0,6-4 6-3,3,3.0,1.0,57.0,39.0,25.0,10.0,6.0,9.0,1.0,1.0,51.0,31.0,19.0,7.0,1.0,6.0
2021-10-25,Hard,Murray A.,Hurkacz H.,156.0,10.0,6-4 6-7(6) 6-3,3,10.0,3.0,103.0,59.0,50.0,23.0,9.0,10.0,12.0,0.0,94.0,55.0,44.0,20.0,5.0,8.0
2021-10-25,Hard,Sinner J.,Opelka R.,11.0,27.0,6-4 6-2,3,1.0,1.0,42.0,29.0,27.0,9.0,0.0,0.0,8.0,1.0,50.0,41.0,26.0,4.0,1.0,4.0
2021-10-25,Hard,Novak D.,Mager G.,116.0,68.0,7-6(4) 7-6(4),3,8.0,1.0,82.0,61.0,49.0,12.0,3.0,3.0,7.0,1.0,70.0,42.0,35.0,19.0,0.0,0.0
2021-10-25,Hard,Sonego L.,Koepfer D.,23.0,62.0,6-4 6-3,3,6.0,0.0,49.0,37.0,32.0,8.0,0.0,0.0,0.0,1.0,57.0,36.0,27.0,10.0,3.0,5.0
2021-10-25,Hard,Ruud C.,Harris L.,8.0,31.0,7-5 7-6(2),3,5.0,1.0,75.0,51.0,41.0,14.0,0.0,0.0,10.0,0.0,70.0,50.0,36.0,12.0,0.0,1.0
2021-10-25,Hard,Schwartzman D.,Fognini F.,16.0,36.0,6-2 7-5,3,1.0,4.0,61.0,39.0,27.0,13.0,1.0,2.0,2.0,6.0,66.0,41.0,27.0,9.0,10.0,14.0
2021-10-25,Hard,Zverev A.,Krajinovic F.,4.0,40.0,6-2 7-5,3,12.0,3.0,59.0,36.0,29.0,12.0,5.0,6.0,4.0,1.0,56.0,35.0,22.0,10.0,0.0,4.0
2021-10-25,Hard,Tiafoe F.,Lajovic D.,49.0,33.0,6-4 6-4,3,0.0,2.0,55.0,38.0,30.0,9.0,3.0,4.0,4.0,2.0,74.0,51.0,33.0,9.0,8.0,11.0
2021-10-25,Hard,Monfils G.,Musetti L.,21.0,67.0,7-6(2) 6-4,3,9.0,0.0,56.0,35.0,32.0,15.0,0.0,0.0,1.0,1.0,74.0,53.0,37.0,9.0,4.0,5.0
2021-10-25,Hard,Sinner J.,Ruud C.,11.0,8.0,7-5 6-1,3,10.0,0.0,62.0,42.0,32.0,8.0,4.0,5.0,2.0,2.0,64.0,28.0,20.0,13.0,7.0,12.0
2021-10-25,Hard,Alcaraz C.,Berrettini M.,42.0,7.0,6-1 6-7(2) 7-6(5),3,6.0,4.0,92.0,61.0,49.0,20.0,0.0,1.0,12.0,1.0,107.0,65.0,50.0,19.0,6.0,9.0
2021-10-25,Hard,Zverev A.,Auger-Aliassime F.,4.0,12.0,6-4 3-6 6-3,3,6.0,0.0,72.0,49.0,40.0,16.0,0.0,1.0,12.0,4.0,83.0,55.0,48.0,10.0,6.0,8.0
2021-10-25,Hard,Tiafoe F.,Tsitsipas S.,49.0,3.0,3-6 6-3 6-4,3,3.0,0.0,82.0,51.0,36.0,22.0,3.0,5.0,11.0,6.0,80.0,48.0,40.0,15.0,2.0,5.0
2021-10-25,Hard,Ruud C.,Sonego L.,8.0,23.0,7-5 4-6 6-4,3,6.0,0.0,87.0,55.0,42.0,20.0,0.0,2.0,7.0,1.0,102.0,66.0,48.0,16.0,6.0,9.0
2021-10-25,Hard,Schwartzman D.,Monfils G.,16.0,21.0,7-6(5) 4-6 6-2,3,3.0,2.0,94.0,66.0,51.0,15.0,3.0,5.0,8.0,7.0,107.0,67.0,44.0,20.0,10.0,13.0
2021-10-25,Hard,Alcaraz C.,Murray A.,42.0,156.0,6-3 6-4,3,3.0,1.0,66.0,41.0,24.0,15.0,8.0,10.0,5.0,2.0,75.0,38.0,22.0,17.0,10.0,15.0
2021-10-25,Hard,Berrettini M.,Basilashvili N.,7.0,25.0,6-7(5) 6-2 6-3,3,22.0,1.0,95.0,62.0,51.0,19.0,3.0,3.0,5.0,4.0,83.0,54.0,41.0,16.0,2.0,5.0
2021-10-25,Hard,Auger-Aliassime F.,Norrie C.,12.0,14.0,2-6 7-6(6) 6-4,3,13.0,9.0,96.0,60.0,49.0,13.0,1.0,3.0,6.0,2.0,109.0,68.0,50.0,25.0,5.0,6.0
2021-10-25,Hard,Zverev A.,Minaur A.,4.0,32.0,6-2 3-6 6-2,3,17.0,3.0,71.0,44.0,39.0,12.0,4.0,5.0,1.0,1.0,73.0,45.0,31.0,14.0,1.0,5.0
2021-10-25,Hard,Tsitsipas S.,Dimitrov G.,3.0,22.0,7-6(6) 6-4,3,6.0,0.0,74.0,45.0,37.0,17.0,4.0,4.0,10.0,2.0,64.0,44.0,39.0,10.0,1.0,2.0
2021-10-25,Hard,Sinner J.,Novak D.,11.0,116.0,6-4 6-2,3,2.0,3.0,59.0,37.0,28.0,12.0,6.0,6.0,3.0,1.0,47.0,29.0,21.0,8.0,2.0,5.0
2021-11-01,Hard,Fritz T.,Rublev A.,26.0,6.0,7-5 7-6(2),3,12.0,1.0,75.0,49.0,39.0,18.0,1.0,1.0,8.0,0.0,60.0,40.0,32.0,14.0,0.0,1.0
2021-11-01,Hard,Djokovic N.,Fucsovics M.,1.0,40.0,6-2 4-6 6-3,3,3.0,0.0,78.0,53.0,41.0,14.0,0.0,2.0,8.0,6.0,90.0,54.0,38.0,13.0,7.0,11.0
2021-11-01,Hard,Monfils G.,Mannarino A.,22.0,59.0,2-6 7-6(4) 6-2,3,9.0,3.0,90.0,56.0,37.0,19.0,4.0,8.0,1.0,4.0,92.0,47.0,31.0,24.0,2.0,6.0
2021-11-01,Hard,Popyrin A.,Tsitsipas S.,71.0,3.0,4-2 RET,3,1.0,1.0,14.0,11.0,11.0,1.0,0.0,0.0,2.0,0.0,28.0,19.0,11.0,4.0,2.0,3.0
2021-11-01,Hard,Dimitrov G.,Khachanov K.,30.0,31.0,4-6 6-2 6-0,3,6.0,0.0,72.0,52.0,40.0,11.0,2.0,3.0,10.0,5.0,89.0,55.0,39.0,10.0,9.0,14.0
2021-11-01,Hard,Koepfer D.,Auger-Aliassime F.,58.0,11.0,6-3 7-5,3,3.0,2.0,68.0,48.0,32.0,13.0,2.0,3.0,10.0,8.0,68.0,37.0,28.0,11.0,4.0,8.0
2021-11-01,Hard,Hurkacz H.,Paul T.,10.0,53.0,7-5 7-6(4),3,13.0,4.0,74.0,49.0,35.0,13.0,4.0,7.0,4.0,3.0,85.0,45.0,31.0,17.0,5.0,9.0
2021-11-01,Hard,Ruud C.,Bublik A.,8.0,36.0,6-4 6-0,3,2.0,2.0,51.0,26.0,18.0,14.0,4.0,6.0,6.0,10.0,69.0,36.0,25.0,5.0,10.0,16.0
2021-11-01,Hard,Giron M.,Schwartzman D.,57.0,15.0,7-6(2) 7-6(4),3,2.0,0.0,83.0,42.0,31.0,25.0,4.0,6.0,2.0,3.0,93.0,53.0,35.0,22.0,5.0,7.0
2021-11-01,Hard,Medvedev D.,Korda S.,2.0,39.0,4-6 6-1 6-3,3,7.0,3.0,76.0,56.0,39.0,11.0,1.0,3.0,2.0,4.0,85.0,56.0,32.0,14.0,9.0,14.0
2021-11-01,Hard,Duckworth J.,Musetti L.,55.0,67.0,6-3 3-6 6-3,3,11.0,0.0,83.0,45.0,38.0,20.0,2.0,3.0,9.0,1.0,104.0,56.0,37.0,25.0,8.0,10.0
2021-11-01,Hard,Gaston H.,Alcaraz C.,103.0,35.0,6-4 7-5,3,1.0,1.0,61.0,33.0,22.0,15.0,1.0,5.0,1.0,4.0,66.0,35.0,17.0,13.0,6.0,12.0
2021-11-01,Hard,Djokovic N.,Monfils G.,1.0,22.0,W/O,3,,,,,,,,,,,,,,,,
2021-11-01,Hard,Ruud C.,Giron M.,8.0,57.0,6-2 6-1,3,5.0,1.0,45.0,29.0,24.0,10.0,0.0,0.0,2.0,0.0,51.0,23.0,14.0,10.0,3.0,7.0
2021-11-01,Hard,Hurkacz H.,Koepfer D.,10.0,58.0,4-6 7-5 6-2,3,18.0,2.0,89.0,57.0,41.0,18.0,6.0,9.0,3.0,2.0,100.0,74.0,43.0,13.0,8.0,13.0
2021-11-01,Hard,Duckworth J.,Popyrin A.,55.0,71.0,7-6(6) 6-4,3,4.0,1.0,76.0,41.0,29.0,18.0,1.0,4.0,6.0,3.0,84.0,43.0,33.0,13.0,8.0,12.0
2021-11-01,Hard,Fritz T.,Norrie C.,26.0,13.0,6-3 7-6(3),3,10.0,0.0,70.0,48.0,40.0,11.0,3.0,3.0,3.0,4.0,69.0,45.0,29.0,14.0,2.0,3.0
2021-11-01,Hard,Medvedev D.,Gaston H.,2.0,103.0,7-6(7) 6-4,3,13.0,2.0,76.0,55.0,39.0,10.0,1.0,3.0,1.0,3.0,79.0,48.0,33.0,13.0,3.0,6.0
2021-11-01,Hard,Zverev A.,Ruud C.,4.0,8.0,7-5 6-4,3,4.0,0.0,58.0,43.0,37.0,8.0,3.0,3.0,3.0,0.0,70.0,45.0,31.0,15.0,8.0,10.0
2021-11-01,Hard,Hurkacz H.,Duckworth J.,10.0,55.0,6-2 6-7(4) 7-5,3,17.0,0.0,86.0,55.0,46.0,20.0,2.0,3.0,7.0,1.0,109.0,61.0,41.0,29.0,8.0,12.0
2021-11-01,Hard,Djokovic N.,Fritz T.,1.0,26.0,6-4 6-3,3,8.0,3.0,47.0,34.0,25.0,6.0,2.0,5.0,5.0,4.0,59.0,37.0,20.0,7.0,4.0,9.0
2021-11-01,Hard,Medvedev D.,Zverev A.,2.0,4.0,6-2 6-2,3,4.0,0.0,51.0,29.0,23.0,14.0,3.0,3.0,6.0,4.0,57.0,38.0,23.0,6.0,1.0,5.0
2021-11-01,Hard,Djokovic N.,Hurkacz H.,1.0,10.0,3-6 6-0 7-6(5),3,5.0,3.0,77.0,43.0,33.0,21.0,1.0,3.0,12.0,2.0,104.0,69.0,49.0,12.0,8.0,12.0
2021-11-01,Hard,Djokovic N.,Medvedev D.,1.0,2.0,4-6 6-3 6-3,3,6.0,2.0,86.0,57.0,45.0,9.0,7.0,10.0,7.0,3.0,88.0,51.0,30.0,18.0,1.0,6.0
2021-11-01,Hard,Zverev A.,Lajovic D.,4.0,34.0,6-3 7-6(5),3,14.0,3.0,69.0,50.0,40.0,9.0,4.0,5.0,4.0,4.0,79.0,48.0,37.0,10.0,7.0,9.0
2021-11-01,Hard,Zverev A.,Dimitrov G.,4.0,30.0,7-6(4) 6-7(3) 6-3,3,17.0,5.0,114.0,79.0,58.0,19.0,9.0,10.0,7.0,2.0,97.0,68.0,52.0,17.0,5.0,8.0
2021-11-01,Hard,Alcaraz C.,Sinner J.,35.0,9.0,7-6(1) 7-5,3,3.0,4.0,79.0,45.0,36.0,19.0,1.0,2.0,5.0,2.0,85.0,54.0,33.0,18.0,9.0,11.0
2021-11-01,Hard,Norrie C.,Opelka R.,13.0,25.0,6-3 6-4,3,6.0,0.0,62.0,42.0,31.0,11.0,4.0,5.0,9.0,3.0,57.0,32.0,21.0,10.0,5.0,8.0
2021-11-01,Hard,Korda S.,Cilic M.,39.0,28.0,6-2 6-4,3,5.0,1.0,43.0,27.0,24.0,12.0,0.0,0.0,5.0,3.0,54.0,24.0,18.0,14.0,0.0,3.0
2021-11-01,Hard,Gaston H.,Busta P.,103.0,17.0,6-7(3) 6-4 7-5,3,3.0,4.0,100.0,56.0,33.0,22.0,1.0,6.0,4.0,6.0,104.0,71.0,47.0,13.0,10.0,17.0
2021-11-01,Hard,Ivashka I.,Ramos-Vinolas A.,46.0,44.0,6-3 7-6(2),3,15.0,2.0,70.0,45.0,37.0,14.0,2.0,2.0,4.0,3.0,59.0,32.0,24.0,17.0,0.0,1.0
2021-11-01,Hard,Cilic M.,Fokina A.,28.0,45.0,6-3 6-4,3,8.0,3.0,66.0,35.0,29.0,14.0,6.0,7.0,4.0,1.0,57.0,35.0,22.0,11.0,2.0,5.0
2021-11-01,Hard,Busta P.,Paire B.,17.0,47.0,6-3 6-4,3,3.0,2.0,64.0,40.0,28.0,15.0,3.0,4.0,9.0,7.0,70.0,37.0,26.0,12.0,2.0,5.0
2021-11-01,Hard,Gaston H.,Rinderknech A.,103.0,62.0,4-6 6-4 6-3,3,6.0,3.0,103.0,61.0,44.0,18.0,10.0,13.0,10.0,4.0,81.0,49.0,33.0,19.0,6.0,10.0
2021-11-01,Hard,Alcaraz C.,Herbert P.,35.0,99.0,6-7(4) 7-6(2) 7-5,3,2.0,2.0,111.0,69.0,48.0,29.0,3.0,5.0,8.0,10.0,125.0,73.0,54.0,26.0,8.0,11.0
2021-11-01,Hard,Lajovic D.,McDonald M.,34.0,54.0,6-3 6-4,3,6.0,1.0,57.0,42.0,34.0,8.0,1.0,1.0,7.0,2.0,49.0,37.0,28.0,6.0,3.0,5.0
2021-11-01,Hard,Khachanov K.,Ymer M.,31.0,97.0,6-4 7-5,3,7.0,1.0,69.0,47.0,38.0,9.0,4.0,5.0,1.0,5.0,83.0,61.0,39.0,9.0,10.0,13.0
2021-11-01,Hard,Dimitrov G.,Gasquet R.,30.0,74.0,6-1 4-6 6-2,3,5.0,1.0,74.0,50.0,36.0,16.0,2.0,3.0,3.0,5.0,82.0,51.0,33.0,12.0,11.0,15.0
2021-11-01,Hard,Schwartzman D.,Millman J.,15.0,73.0,7-6(2) 5-7 6-2,3,1.0,4.0,114.0,69.0,47.0,17.0,9.0,16.0,4.0,3.0,112.0,75.0,40.0,17.0,5.0,13.0
2021-11-01,Hard,Giron M.,Tiafoe F.,57.0,41.0,6-7(5) 6-4 6-3,3,11.0,2.0,96.0,53.0,40.0,27.0,7.0,9.0,12.0,3.0,96.0,62.0,44.0,18.0,0.0,5.0
2021-11-01,Hard,Bublik A.,Evans D.,36.0,24.0,2-6 7-5 7-5,3,24.0,12.0,112.0,66.0,50.0,20.0,9.0,12.0,3.0,4.0,86.0,51.0,40.0,21.0,2.0,5.0
2021-11-01,Hard,Korda S.,Karatsev A.,39.0,16.0,6-2 6-7(9) 7-6(5),3,11.0,2.0,104.0,75.0,59.0,12.0,3.0,5.0,5.0,7.0,145.0,98.0,60.0,24.0,13.0,17.0
2021-11-01,Hard,Koepfer D.,Murray A.,58.0,144.0,6-4 5-7 7-6(9),3,5.0,3.0,112.0,77.0,58.0,15.0,7.0,10.0,11.0,9.0,112.0,55.0,43.0,28.0,6.0,9.0
2021-11-01,Hard,Paul T.,Struff J.,53.0,50.0,6-3 6-4,3,6.0,0.0,61.0,35.0,26.0,15.0,1.0,2.0,6.0,4.0,57.0,35.0,23.0,11.0,4.0,7.0
2021-11-01,Hard,Fucsovics M.,Fognini F.,40.0,37.0,6-1 6-7(6) 7-6(5),3,9.0,7.0,102.0,59.0,46.0,18.0,0.0,4.0,1.0,4.0,114.0,67.0,42.0,19.0,10.0,16.0
2021-11-01,Hard,Medvedev D.,Ivashka I.,2.0,46.0,7-5 6-4,3,3.0,5.0,62.0,39.0,29.0,12.0,1.0,3.0,3.0,1.0,62.0,41.0,25.0,11.0,4.0,8.0
2021-11-01,Hard,Monfils G.,Kecmanovic M.,22.0,69.0,4-6 7-5 6-3,3,14.0,6.0,86.0,49.0,43.0,20.0,2.0,3.0,0.0,0.0,100.0,69.0,46.0,20.0,2.0,4.0
2021-11-01,Hard,Norrie C.,Delbonis F.,13.0,43.0,6-2 6-1,3,3.0,2.0,49.0,36.0,30.0,4.0,1.0,1.0,0.0,1.0,48.0,25.0,12.0,10.0,5.0,9.0
2021-11-01,Hard,Mannarino A.,Basilashvili N.,59.0,21.0,6-2 6-4,3,3.0,0.0,49.0,28.0,23.0,9.0,3.0,5.0,3.0,1.0,52.0,30.0,13.0,11.0,1.0,6.0
2021-11-01,Hard,Fritz T.,Sonego L.,26.0,27.0,3-6 6-2 6-3,3,5.0,1.0,78.0,52.0,41.0,16.0,2.0,3.0,7.0,2.0,74.0,43.0,28.0,18.0,2.0,5.0
2021-11-01,Hard,Popyrin A.,Minaur A.,71.0,32.0,6-0 6-3,3,4.0,2.0,46.0,26.0,17.0,15.0,3.0,4.0,1.0,3.0,45.0,25.0,15.0,5.0,3.0,8.0
2021-11-01,Hard,Musetti L.,Djere L.,67.0,51.0,4-6 7-6(5) 6-4,3,3.0,1.0,112.0,68.0,48.0,23.0,3.0,6.0,7.0,5.0,98.0,56.0,42.0,21.0,2.0,5.0
2021-11-01,Hard,Duckworth J.,Agut R.,55.0,20.0,6-4 5-7 7-6(4),3,12.0,5.0,118.0,62.0,41.0,32.0,11.0,15.0,11.0,2.0,101.0,68.0,44.0,22.0,6.0,10.0
2021-11-01,Hard,Auger-Aliassime F.,Mager G.,11.0,66.0,4-6 6-4 6-1,3,13.0,4.0,77.0,46.0,37.0,19.0,0.0,1.0,7.0,4.0,79.0,45.0,38.0,13.0,2.0,5.0
2021-11-01,Hard,Opelka R.,Krajinovic F.,25.0,42.0,6-3 7-6(4),3,19.0,2.0,60.0,33.0,28.0,21.0,0.0,0.0,4.0,3.0,63.0,38.0,32.0,11.0,1.0,2.0
2021-11-08,Hard,Paul T.,Murray A.,52.0,143.0,6-2 3-6 6-3,3,2.0,0.0,68.0,35.0,29.0,21.0,0.0,2.0,4.0,3.0,91.0,51.0,31.0,21.0,4.0,8.0
2021-11-08,Hard,Shapovalov D.,Auger-Aliassime F.,18.0,11.0,6-4 7-5,3,7.0,3.0,74.0,53.0,37.0,8.0,3.0,5.0,2.0,2.0,60.0,25.0,21.0,13.0,2.0,6.0
2021-11-08,Hard,Paul T.,Tiafoe F.,52.0,41.0,5-7 7-6(5) 6-4,3,10.0,0.0,103.0,66.0,47.0,24.0,6.0,9.0,9.0,4.0,109.0,67.0,47.0,21.0,6.0,9.0
2021-11-08,Hard,Paul T.,Shapovalov D.,52.0,18.0,6-4 2-6 6-4,3,1.0,1.0,84.0,46.0,33.0,23.0,3.0,5.0,1.0,3.0,89.0,62.0,44.0,11.0,10.0,12.0
2021-11-08,Hard,Baez S.,Gaston H.,111.0,67.0,4-3(2) 4-2 4-2,3,2.0,0.0,55.0,45.0,35.0,3.0,1.0,3.0,2.0,0.0,57.0,40.0,20.0,9.0,8.0,12.0
2021-11-08,Hard,Musetti L.,Gaston H.,58.0,67.0,4-3(4) 4-3(6) 2-4 3-4(7) 4-2,3,11.0,1.0,108.0,69.0,53.0,19.0,7.0,8.0,1.0,0.0,109.0,77.0,51.0,19.0,15.0,16.0
